reactionID,dcid
bio/HMR_8777,bio/CHEMBL1231871
bio/HMR_6906,bio/CHEMBL1231871
bio/HMR_4733,bio/CHEMBL1231871
bio/HMR_3923,bio/CHEMBL1231871
bio/HMR_4657,bio/CHEMBL1231871
bio/HMR_4922,bio/CHEMBL1231871
bio/PSDm_hs,bio/CHEMBL1231871
bio/HMR_4137,bio/C21H27N7O14P2
bio/HMR_8357,bio/C21H27N7O14P2
bio/HMR_4087,bio/C21H27N7O14P2
bio/HMR_8506,bio/C21H27N7O14P2
bio/HMR_3800,bio/C21H27N7O14P2
bio/HMR_4282,bio/C21H27N7O14P2
bio/HMR_4497,bio/C21H27N7O14P2
bio/HMR_4461,bio/C21H27N7O14P2
bio/HMR_3822,bio/C21H27N7O14P2
bio/HMR_4779,bio/C21H27N7O14P2
bio/HMR_4784,bio/C21H27N7O14P2
bio/HMR_4285,bio/C21H27N7O14P2
bio/HMR_8440,bio/C21H27N7O14P2
bio/HMR_8786,bio/C21H27N7O14P2
bio/HMR_4239,bio/C21H27N7O14P2
bio/HMR_4667,bio/C21H27N7O14P2
bio/HMR_4739,bio/C21H27N7O14P2
bio/HMR_3166,bio/C21H27N7O14P2
bio/HMR_8563,bio/C21H27N7O14P2
bio/HMR_4685,bio/C21H27N7O14P2
bio/HMR_3757,bio/C21H27N7O14P2
bio/HMR_3761,bio/C21H27N7O14P2
bio/HMR_3795,bio/C21H27N7O14P2
bio/HMR_8069,bio/C21H27N7O14P2
bio/HMR_4688,bio/C21H27N7O14P2
bio/HMR_3748,bio/C21H27N7O14P2
bio/HMR_3759,bio/C21H27N7O14P2
bio/HMR_3767,bio/C21H27N7O14P2
bio/HMR_3780,bio/C21H27N7O14P2
bio/HMR_3823,bio/C21H27N7O14P2
bio/HMR_3957,bio/C21H27N7O14P2
bio/HMR_5297,bio/C21H27N7O14P2
bio/HMR_8778,bio/C21H27N7O14P2
bio/HMR_3450,bio/C21H27N7O14P2
bio/HMR_3454,bio/C21H27N7O14P2
bio/HMR_1101,bio/C21H27N7O14P2
bio/HMR_1130,bio/C21H27N7O14P2
bio/HMR_1165,bio/C21H27N7O14P2
bio/HMR_1208,bio/C21H27N7O14P2
bio/HMR_1247,bio/C21H27N7O14P2
bio/HMR_1257,bio/C21H27N7O14P2
bio/HMR_1274,bio/C21H27N7O14P2
bio/HMR_3109,bio/C21H27N7O14P2
bio/HMR_3113,bio/C21H27N7O14P2
bio/HMR_3117,bio/C21H27N7O14P2
bio/HMR_3123,bio/C21H27N7O14P2
bio/HMR_3130,bio/C21H27N7O14P2
bio/HMR_3137,bio/C21H27N7O14P2
bio/HMR_3144,bio/C21H27N7O14P2
bio/HMR_3151,bio/C21H27N7O14P2
bio/HMR_3158,bio/C21H27N7O14P2
bio/HMR_3398,bio/C21H27N7O14P2
bio/HMR_3406,bio/C21H27N7O14P2
bio/HMR_3407,bio/C21H27N7O14P2
bio/HMR_3408,bio/C21H27N7O14P2
bio/HMR_3409,bio/C21H27N7O14P2
bio/HMR_3411,bio/C21H27N7O14P2
bio/HMR_3413,bio/C21H27N7O14P2
bio/HMR_3414,bio/C21H27N7O14P2
bio/HMR_3416,bio/C21H27N7O14P2
bio/HMR_3421,bio/C21H27N7O14P2
bio/HMR_3422,bio/C21H27N7O14P2
bio/HMR_3423,bio/C21H27N7O14P2
bio/HMR_3424,bio/C21H27N7O14P2
bio/HMR_3425,bio/C21H27N7O14P2
bio/HMR_3426,bio/C21H27N7O14P2
bio/HMR_9719,bio/C21H27N7O14P2
bio/HMR_3427,bio/C21H27N7O14P2
bio/HMR_3428,bio/C21H27N7O14P2
bio/HMR_3429,bio/C21H27N7O14P2
bio/HMR_3430,bio/C21H27N7O14P2
bio/HMR_3431,bio/C21H27N7O14P2
bio/HMR_3432,bio/C21H27N7O14P2
bio/HMR_3433,bio/C21H27N7O14P2
bio/HMR_3172,bio/C21H27N7O14P2
bio/HMR_3176,bio/C21H27N7O14P2
bio/HMR_3180,bio/C21H27N7O14P2
bio/HMR_3184,bio/C21H27N7O14P2
bio/HMR_3188,bio/C21H27N7O14P2
bio/HMR_3192,bio/C21H27N7O14P2
bio/HMR_3196,bio/C21H27N7O14P2
bio/HMR_3200,bio/C21H27N7O14P2
bio/HMR_3204,bio/C21H27N7O14P2
bio/HMR_3396,bio/C21H27N7O14P2
bio/HMR_3397,bio/C21H27N7O14P2
bio/HMR_3242,bio/C21H27N7O14P2
bio/HMR_3246,bio/C21H27N7O14P2
bio/HMR_3254,bio/C21H27N7O14P2
bio/HMR_3262,bio/C21H27N7O14P2
bio/HMR_3220,bio/C21H27N7O14P2
bio/HMR_3224,bio/C21H27N7O14P2
bio/HMR_3228,bio/C21H27N7O14P2
bio/HMR_3232,bio/C21H27N7O14P2
bio/HMR_3236,bio/C21H27N7O14P2
bio/HMR_3278,bio/C21H27N7O14P2
bio/HMR_3282,bio/C21H27N7O14P2
bio/HMR_3286,bio/C21H27N7O14P2
bio/HMR_3292,bio/C21H27N7O14P2
bio/HMR_1178,bio/C21H27N7O14P2
bio/HMR_1183,bio/C21H27N7O14P2
bio/HMR_1220,bio/C21H27N7O14P2
bio/HMR_1225,bio/C21H27N7O14P2
bio/HMR_3524,bio/C21H27N7O14P2
bio/HMR_3529,bio/C21H27N7O14P2
bio/HMR_3533,bio/C21H27N7O14P2
bio/HMR_1651,bio/C21H27N7O14P2
bio/HMR_0459,bio/C21H27N7O14P2
bio/HMR_1609,bio/C21H27N7O14P2
bio/HMR_1689,bio/C21H27N7O14P2
bio/HMR_3923,bio/C21H27N7O14P2
bio/HMR_6432,bio/C21H27N7O14P2
bio/HMR_6433,bio/C21H27N7O14P2
bio/HMR_6434,bio/C21H27N7O14P2
bio/HMR_6436,bio/C21H27N7O14P2
bio/HMR_6447,bio/C21H27N7O14P2
bio/HMR_6448,bio/C21H27N7O14P2
bio/HMR_6450,bio/C21H27N7O14P2
bio/HMR_6453,bio/C21H27N7O14P2
bio/HMR_6470,bio/C21H27N7O14P2
bio/HMR_6471,bio/C21H27N7O14P2
bio/HMR_6472,bio/C21H27N7O14P2
bio/HMR_6473,bio/C21H27N7O14P2
bio/HMR_6482,bio/C21H27N7O14P2
bio/HMR_6484,bio/C21H27N7O14P2
bio/HMR_6486,bio/C21H27N7O14P2
bio/HMR_6488,bio/C21H27N7O14P2
bio/HMR_9564,bio/C21H27N7O14P2
bio/4HBZCOAFm,bio/C21H27N7O14P2
bio/5HOXINDACTOXm,bio/C21H27N7O14P2
bio/BAMPPALDOXm,bio/C21H27N7O14P2
bio/FAOXC11,bio/C21H27N7O14P2
bio/FAOXC140,bio/C21H27N7O14P2
bio/FAOXC150m,bio/C21H27N7O14P2
bio/FAOXC160,bio/C21H27N7O14P2
bio/FAOXC16080m,bio/C21H27N7O14P2
bio/FAOXC161802m,bio/C21H27N7O14P2
bio/FAOXC16180m,bio/C21H27N7O14P2
bio/FAOXC170m,bio/C21H27N7O14P2
bio/FAOXC180,bio/C21H27N7O14P2
bio/FAOXC1811601m,bio/C21H27N7O14P2
bio/FAOXC1811602m,bio/C21H27N7O14P2
bio/FAOXC1811603m,bio/C21H27N7O14P2
bio/FAOXC182806m,bio/C21H27N7O14P2
bio/FAOXC18280m,bio/C21H27N7O14P2
bio/FAOXC183803m,bio/C21H27N7O14P2
bio/FAOXC183806m,bio/C21H27N7O14P2
bio/FAOXC18480m,bio/C21H27N7O14P2
bio/FAOXC200180m,bio/C21H27N7O14P2
bio/FAOXC2031836m,bio/C21H27N7O14P2
bio/FAOXC204,bio/C21H27N7O14P2
bio/FAOXC204184m,bio/C21H27N7O14P2
bio/FAOXC2051843m,bio/C21H27N7O14P2
bio/FAOXC2242046m,bio/C21H27N7O14P2
bio/FAOXC2252053m,bio/C21H27N7O14P2
bio/FAOXC226205m,bio/C21H27N7O14P2
bio/FAOXC80,bio/C21H27N7O14P2
bio/GLACOm,bio/C21H27N7O14P2
bio/LCADi_Dm,bio/C21H27N7O14P2
bio/NABTNOm,bio/C21H27N7O14P2
bio/r0752,bio/C21H27N7O14P2
bio/r0754,bio/C21H27N7O14P2
bio/r0756,bio/C21H27N7O14P2
bio/RE1796M,bio/C21H27N7O14P2
bio/RE1804M,bio/C21H27N7O14P2
bio/RE2625M,bio/C21H27N7O14P2
bio/RE2814M,bio/C21H27N7O14P2
bio/RE2910M,bio/C21H27N7O14P2
bio/RE3005M,bio/C21H27N7O14P2
bio/RE3111M,bio/C21H27N7O14P2
bio/RE3250M,bio/C21H27N7O14P2
bio/FAOXC101C8m,bio/C21H27N7O14P2
bio/FAOXC102C81m,bio/C21H27N7O14P2
bio/FAOXC10C8m,bio/C21H27N7O14P2
bio/FAOXC11C9m,bio/C21H27N7O14P2
bio/FAOXC121C101m,bio/C21H27N7O14P2
bio/FAOXC122C101m,bio/C21H27N7O14P2
bio/FAOXC123C102m,bio/C21H27N7O14P2
bio/FAOXC12C10m,bio/C21H27N7O14P2
bio/FAOXC13C11m,bio/C21H27N7O14P2
bio/FAOXC141C121m,bio/C21H27N7O14P2
bio/FAOXC142C122m,bio/C21H27N7O14P2
bio/FAOXC143C123m,bio/C21H27N7O14P2
bio/FAOXC14C12m,bio/C21H27N7O14P2
bio/FAOXC15C13m,bio/C21H27N7O14P2
bio/FAOXC161C141m,bio/C21H27N7O14P2
bio/FAOXC162C142m,bio/C21H27N7O14P2
bio/FAOXC163C143m,bio/C21H27N7O14P2
bio/FAOXC163GC142m,bio/C21H27N7O14P2
bio/FAOXC164C143m,bio/C21H27N7O14P2
bio/FAOXC16C14m,bio/C21H27N7O14P2
bio/FAOXC17C15m,bio/C21H27N7O14P2
bio/FAOXC181C161m,bio/C21H27N7O14P2
bio/FAOXC182C162m,bio/C21H27N7O14P2
bio/FAOXC183C163Gm,bio/C21H27N7O14P2
bio/FAOXC183C163m,bio/C21H27N7O14P2
bio/FAOXC184C163m,bio/C21H27N7O14P2
bio/FAOXC184C164m,bio/C21H27N7O14P2
bio/FAOXC185C164m,bio/C21H27N7O14P2
bio/FAOXC204C184m,bio/C21H27N7O14P2
bio/FAOXC205C185m,bio/C21H27N7O14P2
bio/FAOXC225C204m,bio/C21H27N7O14P2
bio/FAOXC226C205m,bio/C21H27N7O14P2
bio/FAOXC4C2m,bio/C21H27N7O14P2
bio/FAOXC5C3x,bio/C21H27N7O14P2
bio/FAOXC61C4m,bio/C21H27N7O14P2
bio/FAOXC6C4m,bio/C21H27N7O14P2
bio/FAOXC7C5m,bio/C21H27N7O14P2
bio/FAOXC81C61m,bio/C21H27N7O14P2
bio/FAOXC8C6m,bio/C21H27N7O14P2
bio/FAOXC9BRC7BRm,bio/C21H27N7O14P2
bio/FAOXC9C7m,bio/C21H27N7O14P2
bio/FAOXTC122TC101m,bio/C21H27N7O14P2
bio/FAOXTC142TC122m,bio/C21H27N7O14P2
bio/FAOXTC162TC142m,bio/C21H27N7O14P2
bio/FAOXTC182TC162m,bio/C21H27N7O14P2
bio/3HPVSTETCOAhcm,bio/C21H27N7O14P2
bio/HMR_4281,bio/CHEMBL330546
bio/HMR_3007,bio/CHEMBL330546
bio/HMR_4281,bio/C21H26N7O14P2
bio/HMR_8019,bio/C21H26N7O14P2
bio/HMR_1230,bio/C21H26N7O14P2
bio/HMR_3322,bio/C21H26N7O14P2
bio/HMR_0481,bio/C21H26N7O14P2
bio/DESAT22_1p,bio/C21H26N7O14P2
bio/DESAT22_2p,bio/C21H26N7O14P2
bio/HMR_4388,bio/CHEMBL330546
bio/HMR_8503,bio/CHEMBL330546
bio/HMR_5998,bio/CHEMBL330546
bio/HMR_6011,bio/CHEMBL330546
bio/HMR_6026,bio/CHEMBL330546
bio/HMR_6050,bio/CHEMBL330546
bio/HMR_8515,bio/CHEMBL330546
bio/LACLt,bio/CHEMBL330546
bio/15KPROSTGF2t,bio/CHEMBL330546
bio/C05953t,bio/CHEMBL330546
bio/C05957t,bio/CHEMBL330546
bio/C06439t,bio/CHEMBL330546
bio/CE0955te,bio/CHEMBL330546
bio/CE5304t,bio/CHEMBL330546
bio/HMR_4388,bio/C21H26N7O14P2
bio/HMR_4373,bio/C21H26N7O14P2
bio/HMR_4400,bio/C21H26N7O14P2
bio/HMR_8342,bio/C21H26N7O14P2
bio/HMR_8352,bio/C21H26N7O14P2
bio/HMR_3854,bio/C21H26N7O14P2
bio/HMR_8502,bio/C21H26N7O14P2
bio/HMR_0719,bio/C21H26N7O14P2
bio/HMR_4841,bio/C21H26N7O14P2
bio/HMR_4470,bio/C21H26N7O14P2
bio/HMR_3835,bio/C21H26N7O14P2
bio/HMR_6965,bio/C21H26N7O14P2
bio/HMR_6973,bio/C21H26N7O14P2
bio/HMR_3856,bio/C21H26N7O14P2
bio/HMR_6925,bio/C21H26N7O14P2
bio/HMR_6721,bio/C21H26N7O14P2
bio/HMR_6756,bio/C21H26N7O14P2
bio/HMR_6782,bio/C21H26N7O14P2
bio/HMR_3996,bio/C21H26N7O14P2
bio/HMR_3868,bio/C21H26N7O14P2
bio/HMR_3933,bio/C21H26N7O14P2
bio/HMR_4531,bio/C21H26N7O14P2
bio/HMR_4139,bio/C21H26N7O14P2
bio/HMR_8782,bio/C21H26N7O14P2
bio/HMR_6397,bio/C21H26N7O14P2
bio/HMR_6404,bio/C21H26N7O14P2
bio/HMR_2505,bio/C21H26N7O14P2
bio/HMR_1074,bio/C21H26N7O14P2
bio/HMR_1097,bio/C21H26N7O14P2
bio/HMR_1132,bio/C21H26N7O14P2
bio/HMR_1228,bio/C21H26N7O14P2
bio/HMR_9722,bio/C21H26N7O14P2
bio/HMR_2004,bio/C21H26N7O14P2
bio/HMR_2005,bio/C21H26N7O14P2
bio/HMR_2016,bio/C21H26N7O14P2
bio/HMR_2022,bio/C21H26N7O14P2
bio/HMR_1557,bio/C21H26N7O14P2
bio/HMR_1531,bio/C21H26N7O14P2
bio/HMR_0479,bio/C21H26N7O14P2
bio/HMR_1317,bio/C21H26N7O14P2
bio/HMR_1319,bio/C21H26N7O14P2
bio/HMR_1320,bio/C21H26N7O14P2
bio/HMR_1328,bio/C21H26N7O14P2
bio/HMR_1598,bio/C21H26N7O14P2
bio/HMR_1678,bio/C21H26N7O14P2
bio/HMR_1684,bio/C21H26N7O14P2
bio/HMR_1803,bio/C21H26N7O14P2
bio/HMR_3911,bio/C21H26N7O14P2
bio/HMR_3992,bio/C21H26N7O14P2
bio/HMR_4260,bio/C21H26N7O14P2
bio/HMR_4261,bio/C21H26N7O14P2
bio/HMR_4270,bio/C21H26N7O14P2
bio/HMR_3925,bio/C21H26N7O14P2
bio/HMR_4332,bio/C21H26N7O14P2
bio/HMR_4448,bio/C21H26N7O14P2
bio/HMR_4654,bio/C21H26N7O14P2
bio/HMR_8144,bio/C21H26N7O14P2
bio/HMR_4764,bio/C21H26N7O14P2
bio/HMR_6638,bio/C21H26N7O14P2
bio/HMR_6644,bio/C21H26N7O14P2
bio/HMR_8710,bio/C21H26N7O14P2
bio/HMR_6510,bio/C21H26N7O14P2
bio/HMR_8613,bio/C21H26N7O14P2
bio/HMR_2131,bio/C21H26N7O14P2
bio/HMR_2139,bio/C21H26N7O14P2
bio/HMR_7038,bio/C21H26N7O14P2
bio/HMR_9470,bio/C21H26N7O14P2
bio/HMR_9538,bio/C21H26N7O14P2
bio/HMR_7771,bio/C21H26N7O14P2
bio/HMR_7772,bio/C21H26N7O14P2
bio/DESAT16_2,bio/C21H26N7O14P2
bio/DESAT18_10,bio/C21H26N7O14P2
bio/DESAT18_3,bio/C21H26N7O14P2
bio/DESAT18_4,bio/C21H26N7O14P2
bio/DESAT18_5,bio/C21H26N7O14P2
bio/DESAT18_6,bio/C21H26N7O14P2
bio/DESAT18_7,bio/C21H26N7O14P2
bio/DESAT18_8,bio/C21H26N7O14P2
bio/DESAT18_9,bio/C21H26N7O14P2
bio/DESAT20_1,bio/C21H26N7O14P2
bio/DESAT20_2,bio/C21H26N7O14P2
bio/HPYRR2x,bio/C21H26N7O14P2
bio/NMNATr,bio/C21H26N7O14P2
bio/TRDR3,bio/C21H26N7O14P2
bio/RE2221C,bio/C21H26N7O14P2
bio/RE2675C,bio/C21H26N7O14P2
bio/RE3198C,bio/C21H26N7O14P2
bio/RE3346C,bio/C21H26N7O14P2
bio/ADPOHc,bio/C21H26N7O14P2
bio/DESAT14_9,bio/C21H26N7O14P2
bio/SUCACETATc,bio/C21H26N7O14P2
bio/SUCACETATALTc,bio/C21H26N7O14P2
bio/VANILLACc,bio/C21H26N7O14P2
bio/2H3MVc,bio/C21H26N7O14P2
bio/2HIVc,bio/C21H26N7O14P2
bio/2M3HVACc,bio/C21H26N7O14P2
bio/NADQNOXR,bio/C21H26N7O14P2
bio/HMR_4283,bio/CHEMBL539
bio/HMR_1568,bio/CHEMBL539
bio/HMR_4093,bio/CHEMBL539
bio/HMR_6969,bio/CHEMBL539
bio/HMR_8628,bio/CHEMBL539
bio/HMR_8425,bio/CHEMBL539
bio/HMR_4199,bio/CHEMBL539
bio/HMR_5339,bio/CHEMBL539
bio/HMR_3919,bio/CHEMBL539
bio/HMR_4629,bio/CHEMBL539
bio/HMR_1959,bio/CHEMBL539
bio/HMR_0641,bio/CHEMBL539
bio/HMR_7611,bio/CHEMBL539
bio/HMR_8518,bio/CHEMBL539
bio/HMR_8380,bio/CHEMBL539
bio/HMR_1985,bio/CHEMBL539
bio/HMR_1999,bio/CHEMBL539
bio/HMR_9515,bio/CHEMBL539
bio/HMR_4934,bio/CHEMBL539
bio/HMR_4935,bio/CHEMBL539
bio/HMR_6008,bio/CHEMBL539
bio/HMR_6022,bio/CHEMBL539
bio/HMR_6033,bio/CHEMBL539
bio/HMR_6036,bio/CHEMBL539
bio/HMR_9679,bio/CHEMBL539
bio/ACLYSHYc,bio/CHEMBL539
bio/CITL,bio/CHEMBL539
bio/HMR_8357,bio/CHEMBL539
bio/HMR_4095,bio/CHEMBL539
bio/HMR_5294,bio/CHEMBL539
bio/HMR_2000,bio/CHEMBL539
bio/HMR_5292,bio/CHEMBL539
bio/ACt2m,bio/CHEMBL539
bio/RE1096M,bio/CHEMBL539
bio/RE1134M,bio/CHEMBL539
bio/HMR_8357,bio/H
bio/HMR_4095,bio/H
bio/HMR_4143,bio/H
bio/HMR_8506,bio/H
bio/HMR_8511,bio/H
bio/HMR_4497,bio/H
bio/HMR_4741,bio/H
bio/HMR_9804,bio/H
bio/HMR_4461,bio/H
bio/HMR_4643,bio/H
bio/HMR_6624,bio/H
bio/HMR_3966,bio/H
bio/HMR_4083,bio/H
bio/HMR_4483,bio/H
bio/HMR_4601,bio/H
bio/HMR_6625,bio/H
bio/HMR_8445,bio/H
bio/HMR_8484,bio/H
bio/HMR_3822,bio/H
bio/HMR_3862,bio/H
bio/HMR_3873,bio/H
bio/HMR_8654,bio/H
bio/HMR_3892,bio/H
bio/HMR_4115,bio/H
bio/HMR_4287,bio/H
bio/HMR_8626,bio/H
bio/HMR_3956,bio/H
bio/HMR_4605,bio/H
bio/HMR_4779,bio/H
bio/HMR_4781,bio/H
bio/HMR_4784,bio/H
bio/HMR_4785,bio/H
bio/HMR_8416,bio/H
bio/HMR_8611,bio/H
bio/HMR_4285,bio/H
bio/HMR_0460,bio/H
bio/HMR_3782,bio/H
bio/HMR_8434,bio/H
bio/HMR_8436,bio/H
bio/HMR_8440,bio/H
bio/HMR_8786,bio/H
bio/HMR_4667,bio/H
bio/HMR_4668,bio/H
bio/HMR_4739,bio/H
bio/HMR_3166,bio/H
bio/HMR_8563,bio/H
bio/HMR_4685,bio/H
bio/HMR_3208,bio/H
bio/HMR_3757,bio/H
bio/HMR_3761,bio/H
bio/HMR_6520,bio/H
bio/HMR_8069,bio/H
bio/HMR_4688,bio/H
bio/HMR_3755,bio/H
bio/HMR_3759,bio/H
bio/HMR_3773,bio/H
bio/HMR_3823,bio/H
bio/HMR_5267,bio/H
bio/HMR_3866,bio/H
bio/HMR_8778,bio/H
bio/HMR_6912,bio/H
bio/HMR_6916,bio/H
bio/HMR_4295,bio/H
bio/HMR_3450,bio/H
bio/HMR_3454,bio/H
bio/HMR_1101,bio/H
bio/HMR_1102,bio/H
bio/HMR_1124,bio/H
bio/HMR_1130,bio/H
bio/HMR_1165,bio/H
bio/HMR_1170,bio/H
bio/HMR_1198,bio/H
bio/HMR_1208,bio/H
bio/HMR_1212,bio/H
bio/HMR_1245,bio/H
bio/HMR_1247,bio/H
bio/HMR_1257,bio/H
bio/HMR_1261,bio/H
bio/HMR_1274,bio/H
bio/HMR_1278,bio/H
bio/HMR_1281,bio/H
bio/HMR_2773,bio/H
bio/HMR_3109,bio/H
bio/HMR_3113,bio/H
bio/HMR_3117,bio/H
bio/HMR_3123,bio/H
bio/HMR_3130,bio/H
bio/HMR_3137,bio/H
bio/HMR_3144,bio/H
bio/HMR_3151,bio/H
bio/HMR_3158,bio/H
bio/HMR_3398,bio/H
bio/HMR_3406,bio/H
bio/HMR_3407,bio/H
bio/HMR_3408,bio/H
bio/HMR_3409,bio/H
bio/HMR_3411,bio/H
bio/HMR_3413,bio/H
bio/HMR_3414,bio/H
bio/HMR_3416,bio/H
bio/HMR_3421,bio/H
bio/HMR_3422,bio/H
bio/HMR_3423,bio/H
bio/HMR_3424,bio/H
bio/HMR_3425,bio/H
bio/HMR_3426,bio/H
bio/HMR_9719,bio/H
bio/HMR_3427,bio/H
bio/HMR_3428,bio/H
bio/HMR_3429,bio/H
bio/HMR_3430,bio/H
bio/HMR_3431,bio/H
bio/HMR_3432,bio/H
bio/HMR_3433,bio/H
bio/HMR_3172,bio/H
bio/HMR_3176,bio/H
bio/HMR_3180,bio/H
bio/HMR_3184,bio/H
bio/HMR_3188,bio/H
bio/HMR_3192,bio/H
bio/HMR_3196,bio/H
bio/HMR_3200,bio/H
bio/HMR_3204,bio/H
bio/HMR_3396,bio/H
bio/HMR_3397,bio/H
bio/HMR_3242,bio/H
bio/HMR_3246,bio/H
bio/HMR_3254,bio/H
bio/HMR_3262,bio/H
bio/HMR_3220,bio/H
bio/HMR_3224,bio/H
bio/HMR_3228,bio/H
bio/HMR_3232,bio/H
bio/HMR_3236,bio/H
bio/HMR_3278,bio/H
bio/HMR_3282,bio/H
bio/HMR_3286,bio/H
bio/HMR_3292,bio/H
bio/HMR_1178,bio/H
bio/HMR_1183,bio/H
bio/HMR_1220,bio/H
bio/HMR_1225,bio/H
bio/HMR_3524,bio/H
bio/HMR_3529,bio/H
bio/HMR_3533,bio/H
bio/HMR_1573,bio/H
bio/HMR_6905,bio/H
bio/HMR_6908,bio/H
bio/HMR_6910,bio/H
bio/HMR_1651,bio/H
bio/HMR_0458,bio/H
bio/HMR_0459,bio/H
bio/HMR_0448,bio/H
bio/HMR_0582,bio/H
bio/HMR_0586,bio/H
bio/HMR_1609,bio/H
bio/HMR_1610,bio/H
bio/HMR_1662,bio/H
bio/HMR_1685,bio/H
bio/HMR_1689,bio/H
bio/HMR_1691,bio/H
bio/HMR_1790,bio/H
bio/HMR_1792,bio/H
bio/HMR_1796,bio/H
bio/HMR_3799,bio/H
bio/HMR_4268,bio/H
bio/HMR_4271,bio/H
bio/HMR_4058,bio/H
bio/HMR_4715,bio/H
bio/HMR_3923,bio/H
bio/HMR_4665,bio/H
bio/HMR_7909,bio/H
bio/HMR_7911,bio/H
bio/HMR_7913,bio/H
bio/HMR_8112,bio/H
bio/HMR_8113,bio/H
bio/HMR_8114,bio/H
bio/HMR_8115,bio/H
bio/HMR_8116,bio/H
bio/HMR_8117,bio/H
bio/HMR_8744,bio/H
bio/HMR_8615,bio/H
bio/HMR_2130,bio/H
bio/HMR_6432,bio/H
bio/HMR_6433,bio/H
bio/HMR_6434,bio/H
bio/HMR_6435,bio/H
bio/HMR_6436,bio/H
bio/HMR_6447,bio/H
bio/HMR_6448,bio/H
bio/HMR_6450,bio/H
bio/HMR_6451,bio/H
bio/HMR_6453,bio/H
bio/HMR_6470,bio/H
bio/HMR_6471,bio/H
bio/HMR_6472,bio/H
bio/HMR_6473,bio/H
bio/HMR_6482,bio/H
bio/HMR_6484,bio/H
bio/HMR_6486,bio/H
bio/HMR_6488,bio/H
bio/HMR_8617,bio/H
bio/HMR_9564,bio/H
bio/HMR_1185,bio/H
bio/HMR_1227,bio/H
bio/HMR_2094,bio/H
bio/HMR_2116,bio/H
bio/HMR_3825,bio/H
bio/HMR_3864,bio/H
bio/HMR_4205,bio/H
bio/HMR_4684,bio/H
bio/HMR_4926,bio/H
bio/HMR_4977,bio/H
bio/HMR_5015,bio/H
bio/HMR_5016,bio/H
bio/HMR_5043,bio/H
bio/HMR_5099,bio/H
bio/HMR_5101,bio/H
bio/HMR_5102,bio/H
bio/HMR_5105,bio/H
bio/HMR_5107,bio/H
bio/HMR_5109,bio/H
bio/HMR_5115,bio/H
bio/HMR_5116,bio/H
bio/HMR_5118,bio/H
bio/HMR_5122,bio/H
bio/HMR_5125,bio/H
bio/HMR_5126,bio/H
bio/HMR_5348,bio/H
bio/HMR_5349,bio/H
bio/HMR_5411,bio/H
bio/HMR_6286,bio/H
bio/HMR_6287,bio/H
bio/HMR_6288,bio/H
bio/HMR_6289,bio/H
bio/HMR_6290,bio/H
bio/HMR_6291,bio/H
bio/HMR_6292,bio/H
bio/HMR_6293,bio/H
bio/HMR_6294,bio/H
bio/HMR_6295,bio/H
bio/HMR_6296,bio/H
bio/HMR_6299,bio/H
bio/HMR_6300,bio/H
bio/HMR_6301,bio/H
bio/HMR_6302,bio/H
bio/HMR_6303,bio/H
bio/HMR_6304,bio/H
bio/HMR_6305,bio/H
bio/HMR_6306,bio/H
bio/HMR_6307,bio/H
bio/HMR_6308,bio/H
bio/HMR_6309,bio/H
bio/HMR_6310,bio/H
bio/HMR_6311,bio/H
bio/HMR_6312,bio/H
bio/HMR_6313,bio/H
bio/HMR_6314,bio/H
bio/HMR_6315,bio/H
bio/HMR_6316,bio/H
bio/HMR_6317,bio/H
bio/HMR_6318,bio/H
bio/HMR_6321,bio/H
bio/HMR_6323,bio/H
bio/HMR_6324,bio/H
bio/HMR_6325,bio/H
bio/HMR_6326,bio/H
bio/HMR_6327,bio/H
bio/HMR_6408,bio/H
bio/HMR_6618,bio/H
bio/HMR_6620,bio/H
bio/HMR_6781,bio/H
bio/HMR_7638,bio/H
bio/HMR_7757,bio/H
bio/HMR_7758,bio/H
bio/HMR_7760,bio/H
bio/HMR_8093,bio/H
bio/HMR_8099,bio/H
bio/HMR_8365,bio/H
bio/HMR_8513,bio/H
bio/3HBCOAHLm,bio/H
bio/3MOBt2im,bio/H
bio/4HBZCOAFm,bio/H
bio/4HBZFm,bio/H
bio/5HOXINDACTOXm,bio/H
bio/ACt2m,bio/H
bio/ADPRDPm,bio/H
bio/APOCFm,bio/H
bio/BAMPPALDOXm,bio/H
bio/BTNPLm,bio/H
bio/BTNt2m,bio/H
bio/BUTt2m,bio/H
bio/COQ3m,bio/H
bio/COQ5m,bio/H
bio/FAOXC11,bio/H
bio/FAOXC140,bio/H
bio/FAOXC150m,bio/H
bio/FAOXC160,bio/H
bio/FAOXC16080m,bio/H
bio/FAOXC161802m,bio/H
bio/FAOXC16180m,bio/H
bio/FAOXC170m,bio/H
bio/FAOXC180,bio/H
bio/FAOXC1811601m,bio/H
bio/FAOXC1811602m,bio/H
bio/FAOXC1811603m,bio/H
bio/FAOXC182806m,bio/H
bio/FAOXC18280m,bio/H
bio/FAOXC183803m,bio/H
bio/FAOXC183806m,bio/H
bio/FAOXC18480m,bio/H
bio/FAOXC200180m,bio/H
bio/FAOXC2031836m,bio/H
bio/FAOXC204,bio/H
bio/FAOXC204184m,bio/H
bio/FAOXC2051843m,bio/H
bio/FAOXC2242046m,bio/H
bio/FAOXC2252053m,bio/H
bio/FAOXC226205m,bio/H
bio/FAOXC80,bio/H
