reactionID,dcid
bio/HMR_4467,bio/CHEMBL1162144
bio/HMR_4388,bio/C21H27N7O14P2
bio/HMR_4373,bio/C21H27N7O14P2
bio/HMR_4400,bio/C21H27N7O14P2
bio/HMR_8342,bio/C21H27N7O14P2
bio/HMR_8352,bio/C21H27N7O14P2
bio/HMR_3854,bio/C21H27N7O14P2
bio/HMR_8502,bio/C21H27N7O14P2
bio/HMR_0719,bio/C21H27N7O14P2
bio/HMR_4841,bio/C21H27N7O14P2
bio/HMR_4470,bio/C21H27N7O14P2
bio/HMR_3835,bio/C21H27N7O14P2
bio/HMR_6965,bio/C21H27N7O14P2
bio/HMR_6973,bio/C21H27N7O14P2
bio/HMR_3856,bio/C21H27N7O14P2
bio/HMR_6925,bio/C21H27N7O14P2
bio/HMR_6721,bio/C21H27N7O14P2
bio/HMR_6756,bio/C21H27N7O14P2
bio/HMR_6782,bio/C21H27N7O14P2
bio/HMR_3996,bio/C21H27N7O14P2
bio/HMR_3868,bio/C21H27N7O14P2
bio/HMR_3933,bio/C21H27N7O14P2
bio/HMR_4531,bio/C21H27N7O14P2
bio/HMR_4139,bio/C21H27N7O14P2
bio/HMR_8782,bio/C21H27N7O14P2
bio/HMR_6397,bio/C21H27N7O14P2
bio/HMR_6404,bio/C21H27N7O14P2
bio/HMR_2505,bio/C21H27N7O14P2
bio/HMR_1074,bio/C21H27N7O14P2
bio/HMR_1097,bio/C21H27N7O14P2
bio/HMR_1132,bio/C21H27N7O14P2
bio/HMR_1228,bio/C21H27N7O14P2
bio/HMR_9722,bio/C21H27N7O14P2
bio/HMR_2004,bio/C21H27N7O14P2
bio/HMR_2005,bio/C21H27N7O14P2
bio/HMR_2016,bio/C21H27N7O14P2
bio/HMR_2022,bio/C21H27N7O14P2
bio/HMR_1557,bio/C21H27N7O14P2
bio/HMR_1531,bio/C21H27N7O14P2
bio/HMR_0479,bio/C21H27N7O14P2
bio/HMR_1317,bio/C21H27N7O14P2
bio/HMR_1319,bio/C21H27N7O14P2
bio/HMR_1320,bio/C21H27N7O14P2
bio/HMR_1328,bio/C21H27N7O14P2
bio/HMR_1598,bio/C21H27N7O14P2
bio/HMR_1678,bio/C21H27N7O14P2
bio/HMR_1684,bio/C21H27N7O14P2
bio/HMR_1803,bio/C21H27N7O14P2
bio/HMR_3911,bio/C21H27N7O14P2
bio/HMR_3992,bio/C21H27N7O14P2
bio/HMR_3925,bio/C21H27N7O14P2
bio/HMR_4332,bio/C21H27N7O14P2
bio/HMR_4448,bio/C21H27N7O14P2
bio/HMR_4654,bio/C21H27N7O14P2
bio/HMR_8144,bio/C21H27N7O14P2
bio/HMR_4764,bio/C21H27N7O14P2
bio/HMR_6638,bio/C21H27N7O14P2
bio/HMR_6644,bio/C21H27N7O14P2
bio/HMR_8710,bio/C21H27N7O14P2
bio/HMR_6510,bio/C21H27N7O14P2
bio/HMR_8613,bio/C21H27N7O14P2
bio/HMR_2131,bio/C21H27N7O14P2
bio/HMR_2139,bio/C21H27N7O14P2
bio/HMR_7038,bio/C21H27N7O14P2
bio/HMR_9470,bio/C21H27N7O14P2
bio/HMR_9538,bio/C21H27N7O14P2
bio/HMR_7775,bio/C21H27N7O14P2
bio/HMR_7776,bio/C21H27N7O14P2
bio/cofactors_vitamins,bio/C21H27N7O14P2
bio/DESAT16_2,bio/C21H27N7O14P2
bio/DESAT18_10,bio/C21H27N7O14P2
bio/DESAT18_3,bio/C21H27N7O14P2
bio/DESAT18_4,bio/C21H27N7O14P2
bio/DESAT18_5,bio/C21H27N7O14P2
bio/DESAT18_6,bio/C21H27N7O14P2
bio/DESAT18_7,bio/C21H27N7O14P2
bio/DESAT18_8,bio/C21H27N7O14P2
bio/DESAT18_9,bio/C21H27N7O14P2
bio/DESAT20_1,bio/C21H27N7O14P2
bio/DESAT20_2,bio/C21H27N7O14P2
bio/HPYRR2x,bio/C21H27N7O14P2
bio/TRDR3,bio/C21H27N7O14P2
bio/RE2221C,bio/C21H27N7O14P2
bio/RE2675C,bio/C21H27N7O14P2
bio/RE3198C,bio/C21H27N7O14P2
bio/RE3346C,bio/C21H27N7O14P2
bio/ADPOHc,bio/C21H27N7O14P2
bio/DESAT14_9,bio/C21H27N7O14P2
bio/SUCACETATc,bio/C21H27N7O14P2
bio/SUCACETATALTc,bio/C21H27N7O14P2
bio/VANILLACc,bio/C21H27N7O14P2
bio/2H3MVc,bio/C21H27N7O14P2
bio/2HIVc,bio/C21H27N7O14P2
bio/2M3HVACc,bio/C21H27N7O14P2
bio/NADQNOXR,bio/C21H27N7O14P2
bio/HMR_10064,bio/C21H27N7O14P2
bio/HMR_4388,bio/CHEMBL1162144
bio/HMR_4196,bio/CHEMBL1162144
bio/HMR_4198,bio/CHEMBL1162144
bio/HMR_8373,bio/CHEMBL1162144
bio/HMR_8746,bio/CHEMBL1162144
bio/HMR_6020,bio/CHEMBL1162144
bio/HMR_4926,bio/CHEMBL1162144
bio/HMR_4930,bio/CHEMBL1162144
bio/METTRANSc,bio/CHEMBL1162144
bio/HMR_10064,bio/CHEMBL1162144
bio/HMR_4283,bio/CHEMBL170365
bio/HMR_1568,bio/CHEMBL170365
bio/HMR_6765,bio/CHEMBL170365
bio/HMR_4948,bio/CHEMBL170365
bio/HMR_8356,bio/CHEMBL170365
bio/HMR_8359,bio/CHEMBL170365
bio/HMR_8358,bio/CHEMBL170365
bio/HMR_4283,bio/CHEMBL1098659
bio/HMR_4360,bio/CHEMBL1098659
bio/HMR_4370,bio/CHEMBL1098659
bio/HMR_4372,bio/CHEMBL1098659
bio/HMR_4377,bio/CHEMBL1098659
bio/HMR_4122,bio/CHEMBL1098659
bio/HMR_5400,bio/CHEMBL1098659
bio/HMR_8568,bio/CHEMBL1098659
bio/HMR_8570,bio/CHEMBL1098659
bio/HMR_8572,bio/CHEMBL1098659
bio/HMR_8574,bio/CHEMBL1098659
bio/HMR_8576,bio/CHEMBL1098659
bio/HMR_8578,bio/CHEMBL1098659
bio/HMR_8591,bio/CHEMBL1098659
bio/HMR_8580,bio/CHEMBL1098659
bio/HMR_8582,bio/CHEMBL1098659
bio/HMR_8587,bio/CHEMBL1098659
bio/HMR_4706,bio/CHEMBL1098659
bio/HMR_8727,bio/CHEMBL1098659
bio/HMR_8728,bio/CHEMBL1098659
bio/HMR_8729,bio/CHEMBL1098659
bio/HMR_1568,bio/CHEMBL1098659
bio/HMR_3857,bio/CHEMBL1098659
bio/HMR_4093,bio/CHEMBL1098659
bio/HMR_8503,bio/CHEMBL1098659
bio/HMR_8504,bio/CHEMBL1098659
bio/HMR_8078,bio/CHEMBL1098659
bio/HMR_4625,bio/CHEMBL1098659
bio/HMR_3998,bio/CHEMBL1098659
bio/HMR_4010,bio/CHEMBL1098659
bio/HMR_4014,bio/CHEMBL1098659
bio/HMR_4040,bio/CHEMBL1098659
bio/HMR_4046,bio/CHEMBL1098659
bio/HMR_4048,bio/CHEMBL1098659
bio/HMR_4080,bio/CHEMBL1098659
bio/HMR_4168,bio/CHEMBL1098659
bio/HMR_4406,bio/CHEMBL1098659
bio/HMR_4417,bio/CHEMBL1098659
bio/HMR_4449,bio/CHEMBL1098659
bio/HMR_4481,bio/CHEMBL1098659
bio/HMR_4518,bio/CHEMBL1098659
bio/HMR_4519,bio/CHEMBL1098659
bio/HMR_4520,bio/CHEMBL1098659
bio/HMR_4602,bio/CHEMBL1098659
bio/HMR_4632,bio/CHEMBL1098659
bio/HMR_4646,bio/CHEMBL1098659
bio/HMR_4649,bio/CHEMBL1098659
bio/HMR_4694,bio/CHEMBL1098659
bio/HMR_4705,bio/CHEMBL1098659
bio/HMR_4808,bio/CHEMBL1098659
bio/HMR_6601,bio/CHEMBL1098659
bio/HMR_6605,bio/CHEMBL1098659
bio/HMR_6607,bio/CHEMBL1098659
bio/HMR_6609,bio/CHEMBL1098659
bio/HMR_6610,bio/CHEMBL1098659
bio/HMR_6611,bio/CHEMBL1098659
bio/HMR_7144,bio/CHEMBL1098659
bio/HMR_9797,bio/CHEMBL1098659
bio/HMR_3970,bio/CHEMBL1098659
bio/HMR_4034,bio/CHEMBL1098659
bio/HMR_4056,bio/CHEMBL1098659
bio/HMR_4127,bio/CHEMBL1098659
bio/HMR_4177,bio/CHEMBL1098659
bio/HMR_4194,bio/CHEMBL1098659
bio/HMR_4346,bio/CHEMBL1098659
bio/HMR_4510,bio/CHEMBL1098659
bio/HMR_4514,bio/CHEMBL1098659
bio/HMR_4580,bio/CHEMBL1098659
bio/HMR_4608,bio/CHEMBL1098659
bio/HMR_4642,bio/CHEMBL1098659
bio/HMR_4672,bio/CHEMBL1098659
bio/HMR_4736,bio/CHEMBL1098659
bio/HMR_4819,bio/CHEMBL1098659
bio/HMR_7744,bio/CHEMBL1098659
bio/HMR_8072,bio/CHEMBL1098659
bio/HMR_8637,bio/CHEMBL1098659
bio/HMR_3965,bio/CHEMBL1098659
bio/HMR_4507,bio/CHEMBL1098659
bio/HMR_4516,bio/CHEMBL1098659
bio/HMR_5394,bio/CHEMBL1098659
bio/HMR_7163,bio/CHEMBL1098659
bio/HMR_7164,bio/CHEMBL1098659
bio/HMR_7879,bio/CHEMBL1098659
bio/HMR_7880,bio/CHEMBL1098659
bio/HMR_8443,bio/CHEMBL1098659
bio/HMR_8444,bio/CHEMBL1098659
bio/HMR_8488,bio/CHEMBL1098659
bio/HMR_8489,bio/CHEMBL1098659
bio/HMR_9802,bio/CHEMBL1098659
bio/HMR_3903,bio/CHEMBL1098659
bio/HMR_4114,bio/CHEMBL1098659
bio/HMR_4172,bio/CHEMBL1098659
bio/HMR_6969,bio/CHEMBL1098659
bio/HMR_8628,bio/CHEMBL1098659
bio/HMR_3816,bio/CHEMBL1098659
bio/HMR_3819,bio/CHEMBL1098659
bio/HMR_3832,bio/CHEMBL1098659
bio/HMR_4607,bio/CHEMBL1098659
bio/HMR_6931,bio/CHEMBL1098659
bio/HMR_6934,bio/CHEMBL1098659
bio/HMR_6941,bio/CHEMBL1098659
bio/HMR_6944,bio/CHEMBL1098659
bio/HMR_6947,bio/CHEMBL1098659
bio/HMR_6950,bio/CHEMBL1098659
bio/HMR_6953,bio/CHEMBL1098659
bio/HMR_6954,bio/CHEMBL1098659
bio/HMR_6958,bio/CHEMBL1098659
bio/HMR_6961,bio/CHEMBL1098659
bio/HMR_6963,bio/CHEMBL1098659
bio/HMR_8425,bio/CHEMBL1098659
bio/HMR_8604,bio/CHEMBL1098659
bio/HMR_8605,bio/CHEMBL1098659
bio/HMR_8606,bio/CHEMBL1098659
bio/HMR_3843,bio/CHEMBL1098659
bio/HMR_3852,bio/CHEMBL1098659
bio/HMR_3974,bio/CHEMBL1098659
bio/HMR_4199,bio/CHEMBL1098659
bio/HMR_4697,bio/CHEMBL1098659
bio/HMR_4698,bio/CHEMBL1098659
bio/HMR_5393,bio/CHEMBL1098659
bio/HMR_9486,bio/CHEMBL1098659
bio/HMR_4430,bio/CHEMBL1098659
bio/HMR_4431,bio/CHEMBL1098659
bio/HMR_4660,bio/CHEMBL1098659
bio/HMR_4712,bio/CHEMBL1098659
bio/HMR_5336,bio/CHEMBL1098659
bio/HMR_5339,bio/CHEMBL1098659
bio/HMR_5340,bio/CHEMBL1098659
bio/HMR_8783,bio/CHEMBL1098659
bio/HMR_8784,bio/CHEMBL1098659
bio/HMR_4737,bio/CHEMBL1098659
bio/HMR_4740,bio/CHEMBL1098659
bio/HMR_6978,bio/CHEMBL1098659
bio/HMR_6981,bio/CHEMBL1098659
bio/HMR_4682,bio/CHEMBL1098659
bio/HMR_4683,bio/CHEMBL1098659
bio/HMR_4703,bio/CHEMBL1098659
bio/HMR_4704,bio/CHEMBL1098659
bio/HMR_8529,bio/CHEMBL1098659
bio/HMR_4797,bio/CHEMBL1098659
bio/HMR_4216,bio/CHEMBL1098659
bio/HMR_4218,bio/CHEMBL1098659
bio/HMR_4219,bio/CHEMBL1098659
bio/HMR_4220,bio/CHEMBL1098659
bio/HMR_4222,bio/CHEMBL1098659
bio/HMR_4224,bio/CHEMBL1098659
bio/HMR_4225,bio/CHEMBL1098659
bio/HMR_4233,bio/CHEMBL1098659
bio/HMR_4235,bio/CHEMBL1098659
bio/HMR_6708,bio/CHEMBL1098659
bio/HMR_6709,bio/CHEMBL1098659
bio/HMR_6712,bio/CHEMBL1098659
bio/HMR_6713,bio/CHEMBL1098659
bio/HMR_6714,bio/CHEMBL1098659
bio/HMR_6717,bio/CHEMBL1098659
bio/HMR_6734,bio/CHEMBL1098659
bio/HMR_6738,bio/CHEMBL1098659
bio/HMR_6742,bio/CHEMBL1098659
bio/HMR_6744,bio/CHEMBL1098659
bio/HMR_6745,bio/CHEMBL1098659
bio/HMR_6747,bio/CHEMBL1098659
bio/HMR_6748,bio/CHEMBL1098659
bio/HMR_6749,bio/CHEMBL1098659
bio/HMR_6751,bio/CHEMBL1098659
bio/HMR_6752,bio/CHEMBL1098659
bio/HMR_6753,bio/CHEMBL1098659
bio/HMR_6754,bio/CHEMBL1098659
bio/HMR_6758,bio/CHEMBL1098659
bio/HMR_6760,bio/CHEMBL1098659
bio/HMR_6761,bio/CHEMBL1098659
bio/HMR_6764,bio/CHEMBL1098659
bio/HMR_6766,bio/CHEMBL1098659
bio/HMR_6767,bio/CHEMBL1098659
bio/HMR_6770,bio/CHEMBL1098659
bio/HMR_6778,bio/CHEMBL1098659
bio/HMR_6785,bio/CHEMBL1098659
bio/HMR_6786,bio/CHEMBL1098659
bio/HMR_6789,bio/CHEMBL1098659
bio/HMR_6790,bio/CHEMBL1098659
bio/HMR_6791,bio/CHEMBL1098659
bio/HMR_6807,bio/CHEMBL1098659
bio/HMR_6831,bio/CHEMBL1098659
bio/HMR_6839,bio/CHEMBL1098659
bio/HMR_6845,bio/CHEMBL1098659
bio/HMR_6851,bio/CHEMBL1098659
bio/HMR_6879,bio/CHEMBL1098659
bio/HMR_7756,bio/CHEMBL1098659
bio/HMR_3875,bio/CHEMBL1098659
bio/HMR_3877,bio/CHEMBL1098659
bio/HMR_3881,bio/CHEMBL1098659
bio/HMR_3919,bio/CHEMBL1098659
bio/HMR_3920,bio/CHEMBL1098659
bio/HMR_4302,bio/CHEMBL1098659
bio/HMR_5387,bio/CHEMBL1098659
bio/HMR_5390,bio/CHEMBL1098659
bio/HMR_8683,bio/CHEMBL1098659
bio/HMR_3889,bio/CHEMBL1098659
bio/HMR_3937,bio/CHEMBL1098659
bio/HMR_4175,bio/CHEMBL1098659
bio/HMR_4328,bio/CHEMBL1098659
bio/HMR_8771,bio/CHEMBL1098659
bio/HMR_4078,bio/CHEMBL1098659
bio/HMR_4079,bio/CHEMBL1098659
bio/HMR_4347,bio/CHEMBL1098659
bio/HMR_4427,bio/CHEMBL1098659
bio/HMR_4689,bio/CHEMBL1098659
bio/HMR_7991,bio/CHEMBL1098659
bio/HMR_7992,bio/CHEMBL1098659
bio/HMR_7993,bio/CHEMBL1098659
bio/HMR_7132,bio/CHEMBL1098659
bio/HMR_7134,bio/CHEMBL1098659
bio/HMR_7135,bio/CHEMBL1098659
bio/HMR_7136,bio/CHEMBL1098659
bio/HMR_7137,bio/CHEMBL1098659
bio/HMR_7139,bio/CHEMBL1098659
bio/HMR_7141,bio/CHEMBL1098659
bio/HMR_3790,bio/CHEMBL1098659
bio/HMR_4299,bio/CHEMBL1098659
bio/HMR_4526,bio/CHEMBL1098659
bio/HMR_4529,bio/CHEMBL1098659
bio/HMR_4530,bio/CHEMBL1098659
bio/HMR_4533,bio/CHEMBL1098659
bio/HMR_4534,bio/CHEMBL1098659
bio/HMR_4629,bio/CHEMBL1098659
bio/HMR_8371,bio/CHEMBL1098659
bio/HMR_8372,bio/CHEMBL1098659
bio/HMR_8375,bio/CHEMBL1098659
bio/HMR_7256,bio/CHEMBL1098659
bio/HMR_7258,bio/CHEMBL1098659
bio/HMR_7259,bio/CHEMBL1098659
bio/HMR_5151,bio/CHEMBL1098659
bio/HMR_5152,bio/CHEMBL1098659
bio/HMR_5153,bio/CHEMBL1098659
bio/HMR_5154,bio/CHEMBL1098659
bio/HMR_5155,bio/CHEMBL1098659
bio/HMR_5156,bio/CHEMBL1098659
bio/HMR_5157,bio/CHEMBL1098659
bio/HMR_5158,bio/CHEMBL1098659
bio/HMR_5159,bio/CHEMBL1098659
bio/HMR_5160,bio/CHEMBL1098659
bio/HMR_5161,bio/CHEMBL1098659
bio/HMR_5162,bio/CHEMBL1098659
bio/HMR_5163,bio/CHEMBL1098659
bio/HMR_5164,bio/CHEMBL1098659
bio/HMR_5165,bio/CHEMBL1098659
bio/HMR_5166,bio/CHEMBL1098659
bio/HMR_5167,bio/CHEMBL1098659
bio/HMR_5168,bio/CHEMBL1098659
bio/HMR_5169,bio/CHEMBL1098659
bio/HMR_5170,bio/CHEMBL1098659
bio/HMR_5171,bio/CHEMBL1098659
bio/HMR_5172,bio/CHEMBL1098659
bio/HMR_5173,bio/CHEMBL1098659
bio/HMR_5174,bio/CHEMBL1098659
bio/HMR_7618,bio/CHEMBL1098659
bio/HMR_9735,bio/CHEMBL1098659
bio/HMR_7622,bio/CHEMBL1098659
bio/HMR_7624,bio/CHEMBL1098659
bio/HMR_7626,bio/CHEMBL1098659
bio/HMR_5258,bio/CHEMBL1098659
bio/HMR_5260,bio/CHEMBL1098659
bio/HMR_5262,bio/CHEMBL1098659
bio/HMR_5264,bio/CHEMBL1098659
bio/HMR_5266,bio/CHEMBL1098659
bio/HMR_5268,bio/CHEMBL1098659
bio/HMR_5269,bio/CHEMBL1098659
bio/HMR_5270,bio/CHEMBL1098659
bio/HMR_5271,bio/CHEMBL1098659
bio/HMR_5273,bio/CHEMBL1098659
bio/HMR_5275,bio/CHEMBL1098659
bio/HMR_5277,bio/CHEMBL1098659
bio/HMR_5279,bio/CHEMBL1098659
bio/HMR_5281,bio/CHEMBL1098659
bio/HMR_5283,bio/CHEMBL1098659
bio/HMR_5288,bio/CHEMBL1098659
bio/HMR_9817,bio/CHEMBL1098659
bio/HMR_9818,bio/CHEMBL1098659
bio/HMR_3851,bio/CHEMBL1098659
bio/HMR_4084,bio/CHEMBL1098659
bio/HMR_4187,bio/CHEMBL1098659
bio/HMR_4840,bio/CHEMBL1098659
bio/HMR_4408,bio/CHEMBL1098659
bio/HMR_8775,bio/CHEMBL1098659
bio/HMR_8780,bio/CHEMBL1098659
bio/HMR_3977,bio/CHEMBL1098659
bio/HMR_2172,bio/CHEMBL1098659
bio/HMR_2177,bio/CHEMBL1098659
bio/HMR_2182,bio/CHEMBL1098659
bio/HMR_2248,bio/CHEMBL1098659
bio/HMR_2253,bio/CHEMBL1098659
bio/HMR_2258,bio/CHEMBL1098659
bio/HMR_2442,bio/CHEMBL1098659
bio/HMR_2447,bio/CHEMBL1098659
bio/HMR_2449,bio/CHEMBL1098659
bio/HMR_2459,bio/CHEMBL1098659
bio/HMR_2465,bio/CHEMBL1098659
bio/HMR_2545,bio/CHEMBL1098659
bio/HMR_2550,bio/CHEMBL1098659
bio/HMR_2551,bio/CHEMBL1098659
bio/HMR_2556,bio/CHEMBL1098659
bio/HMR_2559,bio/CHEMBL1098659
bio/HMR_2560,bio/CHEMBL1098659
bio/HMR_2562,bio/CHEMBL1098659
bio/HMR_2563,bio/CHEMBL1098659
bio/HMR_0945,bio/CHEMBL1098659
bio/HMR_0949,bio/CHEMBL1098659
bio/HMR_0953,bio/CHEMBL1098659
bio/HMR_0957,bio/CHEMBL1098659
bio/HMR_0988,bio/CHEMBL1098659
bio/HMR_1002,bio/CHEMBL1098659
bio/HMR_1006,bio/CHEMBL1098659
bio/HMR_1020,bio/CHEMBL1098659
bio/HMR_1025,bio/CHEMBL1098659
bio/HMR_1042,bio/CHEMBL1098659
bio/HMR_1055,bio/CHEMBL1098659
bio/HMR_1065,bio/CHEMBL1098659
bio/HMR_1066,bio/CHEMBL1098659
bio/HMR_1067,bio/CHEMBL1098659
bio/HMR_1068,bio/CHEMBL1098659
bio/HMR_1069,bio/CHEMBL1098659
bio/HMR_1070,bio/CHEMBL1098659
bio/HMR_1080,bio/CHEMBL1098659
bio/HMR_1092,bio/CHEMBL1098659
bio/HMR_1093,bio/CHEMBL1098659
bio/HMR_1113,bio/CHEMBL1098659
bio/HMR_1114,bio/CHEMBL1098659
bio/HMR_4796,bio/CHEMBL1098659
bio/HMR_8547,bio/CHEMBL1098659
bio/HMR_8549,bio/CHEMBL1098659
bio/HMR_8552,bio/CHEMBL1098659
bio/HMR_0154,bio/CHEMBL1098659
bio/HMR_0189,bio/CHEMBL1098659
bio/HMR_0193,bio/CHEMBL1098659
bio/HMR_0197,bio/CHEMBL1098659
bio/HMR_0201,bio/CHEMBL1098659
bio/HMR_0206,bio/CHEMBL1098659
bio/HMR_0210,bio/CHEMBL1098659
bio/HMR_0214,bio/CHEMBL1098659
bio/HMR_0223,bio/CHEMBL1098659
bio/HMR_0230,bio/CHEMBL1098659
bio/HMR_0234,bio/CHEMBL1098659
bio/HMR_0238,bio/CHEMBL1098659
bio/HMR_0242,bio/CHEMBL1098659
bio/HMR_0246,bio/CHEMBL1098659
bio/HMR_0250,bio/CHEMBL1098659
bio/HMR_0256,bio/CHEMBL1098659
bio/HMR_0260,bio/CHEMBL1098659
bio/HMR_0264,bio/CHEMBL1098659
bio/HMR_0268,bio/CHEMBL1098659
bio/HMR_0272,bio/CHEMBL1098659
bio/HMR_0276,bio/CHEMBL1098659
bio/HMR_0280,bio/CHEMBL1098659
bio/HMR_0284,bio/CHEMBL1098659
bio/HMR_0290,bio/CHEMBL1098659
bio/HMR_0294,bio/CHEMBL1098659
bio/HMR_0298,bio/CHEMBL1098659
bio/HMR_0302,bio/CHEMBL1098659
bio/HMR_0306,bio/CHEMBL1098659
bio/HMR_0310,bio/CHEMBL1098659
bio/HMR_0314,bio/CHEMBL1098659
bio/HMR_0320,bio/CHEMBL1098659
bio/HMR_0324,bio/CHEMBL1098659
bio/HMR_0328,bio/CHEMBL1098659
bio/HMR_0332,bio/CHEMBL1098659
bio/HMR_0338,bio/CHEMBL1098659
bio/HMR_0342,bio/CHEMBL1098659
bio/HMR_0346,bio/CHEMBL1098659
bio/HMR_0350,bio/CHEMBL1098659
bio/HMR_0354,bio/CHEMBL1098659
bio/HMR_0358,bio/CHEMBL1098659
bio/HMR_0362,bio/CHEMBL1098659
bio/HMR_0366,bio/CHEMBL1098659
bio/HMR_0370,bio/CHEMBL1098659
bio/HMR_0374,bio/CHEMBL1098659
bio/HMR_0378,bio/CHEMBL1098659
bio/HMR_0382,bio/CHEMBL1098659
bio/HMR_0386,bio/CHEMBL1098659
bio/HMR_0390,bio/CHEMBL1098659
bio/HMR_0394,bio/CHEMBL1098659
bio/HMR_0398,bio/CHEMBL1098659
bio/HMR_0402,bio/CHEMBL1098659
bio/HMR_0406,bio/CHEMBL1098659
bio/HMR_0410,bio/CHEMBL1098659
bio/HMR_0414,bio/CHEMBL1098659
bio/HMR_0418,bio/CHEMBL1098659
bio/HMR_0422,bio/CHEMBL1098659
bio/HMR_0426,bio/CHEMBL1098659
bio/HMR_0430,bio/CHEMBL1098659
bio/HMR_0434,bio/CHEMBL1098659
bio/HMR_0438,bio/CHEMBL1098659
bio/HMR_3477,bio/CHEMBL1098659
bio/HMR_0005,bio/CHEMBL1098659
bio/HMR_0665,bio/CHEMBL1098659
bio/HMR_0667,bio/CHEMBL1098659
bio/HMR_0668,bio/CHEMBL1098659
bio/HMR_0669,bio/CHEMBL1098659
bio/HMR_0670,bio/CHEMBL1098659
bio/HMR_0671,bio/CHEMBL1098659
bio/HMR_0672,bio/CHEMBL1098659
bio/HMR_0679,bio/CHEMBL1098659
bio/HMR_0680,bio/CHEMBL1098659
bio/HMR_0681,bio/CHEMBL1098659
bio/HMR_0682,bio/CHEMBL1098659
bio/HMR_0683,bio/CHEMBL1098659
bio/HMR_0684,bio/CHEMBL1098659
bio/HMR_7167,bio/CHEMBL1098659
bio/HMR_7169,bio/CHEMBL1098659
bio/HMR_7170,bio/CHEMBL1098659
bio/HMR_1920,bio/CHEMBL1098659
bio/HMR_1990,bio/CHEMBL1098659
bio/HMR_1991,bio/CHEMBL1098659
bio/HMR_1953,bio/CHEMBL1098659
bio/HMR_1963,bio/CHEMBL1098659
bio/HMR_2020,bio/CHEMBL1098659
bio/HMR_1437,bio/CHEMBL1098659
bio/HMR_2038,bio/CHEMBL1098659
bio/HMR_2088,bio/CHEMBL1098659
bio/HMR_2099,bio/CHEMBL1098659
bio/HMR_0716,bio/CHEMBL1098659
bio/HMR_0746,bio/CHEMBL1098659
bio/HMR_0753,bio/CHEMBL1098659
bio/HMR_0762,bio/CHEMBL1098659
bio/HMR_0767,bio/CHEMBL1098659
bio/HMR_0775,bio/CHEMBL1098659
bio/HMR_0795,bio/CHEMBL1098659
bio/HMR_8245,bio/CHEMBL1098659
bio/HMR_8246,bio/CHEMBL1098659
bio/HMR_0456,bio/CHEMBL1098659
bio/HMR_0596,bio/CHEMBL1098659
bio/HMR_4296,bio/CHEMBL1098659
bio/HMR_0484,bio/CHEMBL1098659
bio/HMR_0597,bio/CHEMBL1098659
bio/HMR_0598,bio/CHEMBL1098659
bio/HMR_0599,bio/CHEMBL1098659
bio/HMR_0600,bio/CHEMBL1098659
bio/HMR_0601,bio/CHEMBL1098659
bio/HMR_0602,bio/CHEMBL1098659
bio/HMR_0629,bio/CHEMBL1098659
bio/HMR_0630,bio/CHEMBL1098659
bio/HMR_0633,bio/CHEMBL1098659
bio/HMR_0635,bio/CHEMBL1098659
bio/HMR_0641,bio/CHEMBL1098659
bio/HMR_0642,bio/CHEMBL1098659
bio/HMR_0643,bio/CHEMBL1098659
bio/HMR_0645,bio/CHEMBL1098659
bio/HMR_0646,bio/CHEMBL1098659
bio/HMR_0649,bio/CHEMBL1098659
bio/HMR_0660,bio/CHEMBL1098659
bio/HMR_7611,bio/CHEMBL1098659
bio/HMR_8424,bio/CHEMBL1098659
bio/HMR_8518,bio/CHEMBL1098659
bio/HMR_8522,bio/CHEMBL1098659
bio/HMR_9805,bio/CHEMBL1098659
bio/HMR_0819,bio/CHEMBL1098659
bio/HMR_0821,bio/CHEMBL1098659
bio/HMR_0825,bio/CHEMBL1098659
bio/HMR_0828,bio/CHEMBL1098659
bio/HMR_0830,bio/CHEMBL1098659
bio/HMR_0838,bio/CHEMBL1098659
bio/HMR_0845,bio/CHEMBL1098659
bio/HMR_0847,bio/CHEMBL1098659
bio/HMR_0850,bio/CHEMBL1098659
bio/HMR_0803,bio/CHEMBL1098659
bio/HMR_0807,bio/CHEMBL1098659
bio/HMR_0811,bio/CHEMBL1098659
bio/HMR_0794,bio/CHEMBL1098659
bio/HMR_8380,bio/CHEMBL1098659
bio/HMR_1321,bio/CHEMBL1098659
bio/HMR_1324,bio/CHEMBL1098659
bio/HMR_1332,bio/CHEMBL1098659
bio/HMR_1334,bio/CHEMBL1098659
bio/HMR_1338,bio/CHEMBL1098659
bio/HMR_1341,bio/CHEMBL1098659
bio/HMR_1342,bio/CHEMBL1098659
bio/HMR_1343,bio/CHEMBL1098659
bio/HMR_1345,bio/CHEMBL1098659
bio/HMR_1347,bio/CHEMBL1098659
bio/HMR_1352,bio/CHEMBL1098659
bio/HMR_1363,bio/CHEMBL1098659
bio/HMR_1374,bio/CHEMBL1098659
bio/HMR_1375,bio/CHEMBL1098659
bio/HMR_1376,bio/CHEMBL1098659
bio/HMR_1383,bio/CHEMBL1098659
bio/HMR_1389,bio/CHEMBL1098659
bio/HMR_1395,bio/CHEMBL1098659
bio/HMR_7598,bio/CHEMBL1098659
bio/HMR_7603,bio/CHEMBL1098659
bio/HMR_7605,bio/CHEMBL1098659
bio/HMR_7606,bio/CHEMBL1098659
bio/HMR_7607,bio/CHEMBL1098659
