id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,dcid
m02038c,"""guanosine""",dcs:CellularCompartmentEnumCytosol,C10H13N5O5,gsn,"""CHEBI:16750""",CHEMBL375655,C00387,MNXM401,HMDB00133,6802,,bio/CHEMBL375655
m02038l,"""guanosine""",dcs:CellularCompartmentEnumLysosome,C10H13N5O5,gsn,"""CHEBI:16750""",CHEMBL375655,C00387,MNXM401,HMDB00133,6802,,bio/CHEMBL375655
m02038m,"""guanosine""",dcs:CellularCompartmentEnumMitochondria,C10H13N5O5,gsn,"""CHEBI:16750""",CHEMBL375655,C00387,MNXM401,HMDB00133,6802,,bio/CHEMBL375655
m02038s,"""guanosine""",dcs:CellularCompartmentEnumExtracellular,C10H13N5O5,gsn,"""CHEBI:16750""",CHEMBL375655,C00387,MNXM401,HMDB00133,6802,,bio/CHEMBL375655
m02039c,"""H+""",dcs:CellularCompartmentEnumCytosol,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039g,"""H+""",dcs:CellularCompartmentEnumGolgiApparatus,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039l,"""H+""",dcs:CellularCompartmentEnumLysosome,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039m,"""H+""",dcs:CellularCompartmentEnumMitochondria,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039n,"""H+""",dcs:CellularCompartmentEnumNucleus,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039p,"""H+""",dcs:CellularCompartmentEnumPeroxisome,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039r,"""H+""",dcs:CellularCompartmentEnumEndoplasmicReticulum,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02039s,"""H+""",dcs:CellularCompartmentEnumExtracellular,H,h,"""CHEBI:24636""",,C00080,MNXM1,,1038,,bio/H
m02040c,"""H2O""",dcs:CellularCompartmentEnumCytosol,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040g,"""H2O""",dcs:CellularCompartmentEnumGolgiApparatus,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040l,"""H2O""",dcs:CellularCompartmentEnumLysosome,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040m,"""H2O""",dcs:CellularCompartmentEnumMitochondria,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040n,"""H2O""",dcs:CellularCompartmentEnumNucleus,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040p,"""H2O""",dcs:CellularCompartmentEnumPeroxisome,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040r,"""H2O""",dcs:CellularCompartmentEnumEndoplasmicReticulum,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02040s,"""H2O""",dcs:CellularCompartmentEnumExtracellular,H2O,h2o,"""CHEBI:15377""",CHEMBL1098659,C00001,MNXM2,HMDB02111,962,LMST01040128,bio/CHEMBL1098659
m02041c,"""H2O2""",dcs:CellularCompartmentEnumCytosol,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02041l,"""H2O2""",dcs:CellularCompartmentEnumLysosome,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02041m,"""H2O2""",dcs:CellularCompartmentEnumMitochondria,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02041n,"""H2O2""",dcs:CellularCompartmentEnumNucleus,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02041p,"""H2O2""",dcs:CellularCompartmentEnumPeroxisome,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02041r,"""H2O2""",dcs:CellularCompartmentEnumEndoplasmicReticulum,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02041s,"""H2O2""",dcs:CellularCompartmentEnumExtracellular,H2O2,h2o2,"""CHEBI:16240""",CHEMBL71595,C00027,MNXM22,HMDB03125,784,,bio/CHEMBL71595
m02042c,"""H2S""",dcs:CellularCompartmentEnumCytosol,HS,,"""CHEBI:16136""",CHEMBL1200739,C00283,MNXM162964,,402,,bio/CHEMBL1200739
m02042s,"""H2S""",dcs:CellularCompartmentEnumExtracellular,HS,,"""CHEBI:16136""",CHEMBL1200739,C00283,MNXM162964,,402,,bio/CHEMBL1200739
m02043c,"""H2S2O3""",dcs:CellularCompartmentEnumCytosol,HO3S2,,"""CHEBI:16094""",,C00320,MNXM164836,,24478,,bio/HO3S2
m02044c,"""haptoglobin""",dcs:CellularCompartmentEnumCytosol,C2019H3126N540O606S17,,,,,,,,PROTEIN,bio/C2019H3126N540O606S17
m02044l,"""haptoglobin""",dcs:CellularCompartmentEnumLysosome,C2019H3126N540O606S17,,,,,,,,PROTEIN,bio/C2019H3126N540O606S17
m02044s,"""haptoglobin""",dcs:CellularCompartmentEnumExtracellular,C2019H3126N540O606S17,,,,,,,,PROTEIN,bio/C2019H3126N540O606S17
m02045c,"""harman""",dcs:CellularCompartmentEnumCytosol,C12H10N2,,"""CHEBI:5623""",CHEMBL12014,C09209,MNXM11747,,5281404,,bio/CHEMBL12014
m02046c,"""HCO3-""",dcs:CellularCompartmentEnumCytosol,CHO3,hco3,"""CHEBI:17544""",,C00288,MNXM60,HMDB00595,769,,bio/CHO3
m02046m,"""HCO3-""",dcs:CellularCompartmentEnumMitochondria,CHO3,hco3,"""CHEBI:17544""",,C00288,MNXM60,HMDB00595,769,,bio/CHO3
m02046s,"""HCO3-""",dcs:CellularCompartmentEnumExtracellular,CHO3,hco3,"""CHEBI:17544""",,C00288,MNXM60,HMDB00595,769,,bio/CHO3
m02047l,"""HDL remnant""",dcs:CellularCompartmentEnumLysosome,C5849H10226N1057O2508P220S8R365,,,,,,,,,bio/C5849H10226N1057O2508P220S8R365
m02047s,"""HDL remnant""",dcs:CellularCompartmentEnumExtracellular,C5849H10226N1057O2508P220S8R365,,,,,,,,,bio/C5849H10226N1057O2508P220S8R365
m02048r,"""HDL""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C10869H18346N1057O2848P220S8R525,,,,,MNXM56508,,,,bio/C10869H18346N1057O2848P220S8R525
m02048s,"""HDL""",dcs:CellularCompartmentEnumExtracellular,C10869H18346N1057O2848P220S8R525,,,,,MNXM56508,,,,bio/C10869H18346N1057O2848P220S8R525
m02049c,"""heme""",dcs:CellularCompartmentEnumCytosol,C34H30FeN4O4,pheme,"""CHEBI:17627""",,C00032,MNXM249,,,,bio/C34H30FeN4O4
m02049m,"""heme""",dcs:CellularCompartmentEnumMitochondria,C34H30FeN4O4,pheme,"""CHEBI:17627""",,C00032,MNXM249,,,,bio/C34H30FeN4O4
m02049s,"""heme""",dcs:CellularCompartmentEnumExtracellular,C34H30FeN4O4,pheme,"""CHEBI:17627""",,C00032,MNXM249,,,,bio/C34H30FeN4O4
m02050c,"""hemoglobin""",dcs:CellularCompartmentEnumCytosol,C91H118N4O6Fe,,"""CHEBI:5656""",,C01708,MNXM4007,,,,bio/C91H118N4O6Fe
m02050s,"""hemoglobin""",dcs:CellularCompartmentEnumExtracellular,C91H118N4O6Fe,,"""CHEBI:5656""",,C01708,MNXM4007,,,,bio/C91H118N4O6Fe
m02051c,"""heneicosanoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C28H55NO4,,,,,,,,,bio/C28H55NO4
m02051m,"""heneicosanoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C28H55NO4,,,,,,,,,bio/C28H55NO4
m02051r,"""heneicosanoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C28H55NO4,,,,,,,,,bio/C28H55NO4
m02052c,"""heneicosanoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C42H72N7O17P3S,,,,,,,,,bio/C42H72N7O17P3S
m02052m,"""heneicosanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C42H72N7O17P3S,,,,,,,,,bio/C42H72N7O17P3S
m02052r,"""heneicosanoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C42H72N7O17P3S,,,,,,,,,bio/C42H72N7O17P3S
m02053c,"""henicosanoic acid""",dcs:CellularCompartmentEnumCytosol,C21H41O2,,"""CHEBI:39248""",CHEMBL1172909,,MNXM56059,HMDB02345,16898,LMFA01010021,bio/CHEMBL1172909
m02053l,"""henicosanoic acid""",dcs:CellularCompartmentEnumLysosome,C21H41O2,,"""CHEBI:39248""",CHEMBL1172909,,MNXM56059,HMDB02345,16898,LMFA01010021,bio/CHEMBL1172909
m02053r,"""henicosanoic acid""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C21H41O2,,"""CHEBI:39248""",CHEMBL1172909,,MNXM56059,HMDB02345,16898,LMFA01010021,bio/CHEMBL1172909
m02053s,"""henicosanoic acid""",dcs:CellularCompartmentEnumExtracellular,C21H41O2,,"""CHEBI:39248""",CHEMBL1172909,,MNXM56059,HMDB02345,16898,LMFA01010021,bio/CHEMBL1172909
m02054g,"""heparan sulfate proteoglycan""",dcs:CellularCompartmentEnumGolgiApparatus,C79H113N5O101S12X,hspg,,,,MNXM7411,,,,bio/C79H113N5O101S12X
m02054l,"""heparan sulfate proteoglycan""",dcs:CellularCompartmentEnumLysosome,C79H113N5O101S12X,hspg,,,,MNXM7411,,,,bio/C79H113N5O101S12X
m02054s,"""heparan sulfate proteoglycan""",dcs:CellularCompartmentEnumExtracellular,C79H113N5O101S12X,hspg,,,,MNXM7411,,,,bio/C79H113N5O101S12X
m02055l,"""heparan sulfate, degradation product 1""",dcs:CellularCompartmentEnumLysosome,C79H115N5O99S11,hs_deg1,,,,MNXM11753,,,,bio/C79H115N5O99S11
m02056l,"""heparan sulfate, degradation product 10""",dcs:CellularCompartmentEnumLysosome,C55H80N3O70S8,hs_deg10,,,,MNXM11754,,,,bio/C55H80N3O70S8
m02057l,"""heparan sulfate, degradation product 11""",dcs:CellularCompartmentEnumLysosome,C55H81N3O67S7,hs_deg11,,,,MNXM11755,,,,bio/C55H81N3O67S7
m02058l,"""heparan sulfate, degradation product 12""",dcs:CellularCompartmentEnumLysosome,C55H82N3O64S6,hs_deg12,,,,MNXM11756,,,,bio/C55H82N3O64S6
m02059l,"""heparan sulfate, degradation product 13""",dcs:CellularCompartmentEnumLysosome,C55H83N3O61S5,hs_deg13,,,,MNXM11757,,,,bio/C55H83N3O61S5
m02060l,"""heparan sulfate, degradation product 14""",dcs:CellularCompartmentEnumLysosome,C57H84N3O62S5,hs_deg14,,,,MNXM11758,,,,bio/C57H84N3O62S5
m02061l,"""heparan sulfate, degradation product 15""",dcs:CellularCompartmentEnumLysosome,C49H71N2O57S5,hs_deg15,,,,MNXM11759,,,,bio/C49H71N2O57S5
m02062l,"""heparan sulfate, degradation product 16""",dcs:CellularCompartmentEnumLysosome,C49H72N2O54S4,hs_deg16,,,,MNXM11760,,,,bio/C49H72N2O54S4
m02063l,"""heparan sulfate, degradation product 17""",dcs:CellularCompartmentEnumLysosome,C43H65N2O48S4,hs_deg17,,,,MNXM11761,,,,bio/C43H65N2O48S4
m02064l,"""heparan sulfate, degradation product 18""",dcs:CellularCompartmentEnumLysosome,C43H66N2O45S3,hs_deg18,,,,MNXM11762,,,,bio/C43H66N2O45S3
m02065l,"""heparan sulfate, degradation product 19""",dcs:CellularCompartmentEnumLysosome,C43H67N2O42S2,hs_deg19,,,,MNXM11763,,,,bio/C43H67N2O42S2
m02066l,"""heparan sulfate, degradation product 2""",dcs:CellularCompartmentEnumLysosome,C79H116N5O96S10,hs_deg2,,,,MNXM11764,,,,bio/C79H116N5O96S10
m02067l,"""heparan sulfate, degradation product 20""",dcs:CellularCompartmentEnumLysosome,C45H68N2O43S2,hs_deg20,,,,MNXM11765,,,,bio/C45H68N2O43S2
m02068l,"""heparan sulfate, degradation product 21""",dcs:CellularCompartmentEnumLysosome,C37H55NO38S2,hs_deg21,,,,MNXM11766,,,,bio/C37H55NO38S2
m02069l,"""heparan sulfate, degradation product 22""",dcs:CellularCompartmentEnumLysosome,C37H56NO35S,hs_deg22,,,,MNXM11767,,,,bio/C37H56NO35S
m02070l,"""heparan sulfate, degradation product 23""",dcs:CellularCompartmentEnumLysosome,C31H49NO29S,hs_deg23,,,,MNXM11768,,,,bio/C31H49NO29S
m02071l,"""heparan sulfate, degradation product 24""",dcs:CellularCompartmentEnumLysosome,C31H50NO26,hs_deg24,,,,MNXM11769,,,,bio/C31H50NO26
m02072l,"""heparan sulfate, degradation product 25""",dcs:CellularCompartmentEnumLysosome,C23H37O21,hs_deg25,,,,MNXM11770,,,,bio/C23H37O21
m02073l,"""heparan sulfate, degradation product 3""",dcs:CellularCompartmentEnumLysosome,C81H117N5O97S10,hs_deg3,,,,MNXM11771,,,,bio/C81H117N5O97S10
m02074l,"""heparan sulfate, degradation product 4""",dcs:CellularCompartmentEnumLysosome,C73H104N4O92S10,hs_deg4,,,,MNXM11772,,,,bio/C73H104N4O92S10
m02075l,"""heparan sulfate, degradation product 5""",dcs:CellularCompartmentEnumLysosome,C67H97N4O86S10,hs_deg5,,,,MNXM11773,,,,bio/C67H97N4O86S10
m02076l,"""heparan sulfate, degradation product 6""",dcs:CellularCompartmentEnumLysosome,C67H98N4O83S9,hs_deg6,,,,MNXM11774,,,,bio/C67H98N4O83S9
m02077l,"""heparan sulfate, degradation product 7""",dcs:CellularCompartmentEnumLysosome,C67H99N4O80S8,hs_deg7,,,,MNXM11775,,,,bio/C67H99N4O80S8
m02078l,"""heparan sulfate, degradation product 8""",dcs:CellularCompartmentEnumLysosome,C69H100N4O81S8,hs_deg8,,,,MNXM11776,,,,bio/C69H100N4O81S8
m02079l,"""heparan sulfate, degradation product 9""",dcs:CellularCompartmentEnumLysosome,C61H87N3O76S8,hs_deg9,,,,MNXM11777,,,,bio/C61H87N3O76S8
m02080l,"""heparan sulfate, free chain""",dcs:CellularCompartmentEnumLysosome,C79H114N5O102S12,hs,"""CHEBI:28815""",,C00925,MNXM11778,,,,bio/C79H114N5O102S12
m02081g,"""heparan sulfate, precursor 1""",dcs:CellularCompartmentEnumGolgiApparatus,C31H49NO25X,hs_pre1,,,,MNXM11779,,,,bio/C31H49NO25X
m02082g,"""heparan sulfate, precursor 10""",dcs:CellularCompartmentEnumGolgiApparatus,C79H121N5O77S4X,hs_pre10,,,,MNXM11780,,,,bio/C79H121N5O77S4X
m02083g,"""heparan sulfate, precursor 11""",dcs:CellularCompartmentEnumGolgiApparatus,C79H121N5O77S4X,hs_pre11,,,,MNXM11781,,,,bio/C79H121N5O77S4X
m02084g,"""heparan sulfate, precursor 12""",dcs:CellularCompartmentEnumGolgiApparatus,C79H119N5O83S6X,hs_pre12,,,,MNXM11782,,,,bio/C79H119N5O83S6X
m02085g,"""heparan sulfate, precursor 13""",dcs:CellularCompartmentEnumGolgiApparatus,C79H116N5O92S9X,hs_pre13,,,,MNXM11783,,,,bio/C79H116N5O92S9X
m02086g,"""heparan sulfate, precursor 14""",dcs:CellularCompartmentEnumGolgiApparatus,C79H115N5O95S10X,hs_pre14,,,,MNXM11784,,,,bio/C79H115N5O95S10X
m02087g,"""heparan sulfate, precursor 15""",dcs:CellularCompartmentEnumGolgiApparatus,C79H114N5O98S11X,hs_pre15,,,,MNXM11785,,,,bio/C79H114N5O98S11X
m02088g,"""heparan sulfate, precursor 2""",dcs:CellularCompartmentEnumGolgiApparatus,C37H56NO31X,hs_pre2,,,,MNXM11786,,,,bio/C37H56NO31X
m02089g,"""heparan sulfate, precursor 3""",dcs:CellularCompartmentEnumGolgiApparatus,C45H69N2O36X,hs_pre3,,,,MNXM11787,,,,bio/C45H69N2O36X
m02090g,"""heparan sulfate, precursor 4""",dcs:CellularCompartmentEnumGolgiApparatus,C51H76N2O42X,hs_pre4,,,,MNXM11788,,,,bio/C51H76N2O42X
m02091g,"""heparan sulfate, precursor 5""",dcs:CellularCompartmentEnumGolgiApparatus,C59H89N3O47X,hs_pre5,,,,MNXM11789,,,,bio/C59H89N3O47X
m02092g,"""heparan sulfate, precursor 6""",dcs:CellularCompartmentEnumGolgiApparatus,C65H96N3O53X,hs_pre6,,,,MNXM11790,,,,bio/C65H96N3O53X
m02093g,"""heparan sulfate, precursor 7""",dcs:CellularCompartmentEnumGolgiApparatus,C73H109N4O58X,hs_pre7,,,,MNXM11791,,,,bio/C73H109N4O58X
m02094g,"""heparan sulfate, precursor 8""",dcs:CellularCompartmentEnumGolgiApparatus,C79H116N4O64X,hs_pre8,,,,MNXM11792,,,,bio/C79H116N4O64X
m02095g,"""heparan sulfate, precursor 9""",dcs:CellularCompartmentEnumGolgiApparatus,C87H129N5O69X,hs_pre9,,,,MNXM11793,,,,bio/C87H129N5O69X
m02096c,"""hepoxilin A3""",dcs:CellularCompartmentEnumCytosol,C20H31O4,,"""CHEBI:15631""",,C04849,MNXM4921,,21158465,LMFA03080012,bio/C20H31O4
m02096p,"""hepoxilin A3""",dcs:CellularCompartmentEnumPeroxisome,C20H31O4,,"""CHEBI:15631""",,C04849,MNXM4921,,21158465,LMFA03080012,bio/C20H31O4
m02096r,"""hepoxilin A3""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C20H31O4,,"""CHEBI:15631""",,C04849,MNXM4921,,21158465,LMFA03080012,bio/C20H31O4
m02096s,"""hepoxilin A3""",dcs:CellularCompartmentEnumExtracellular,C20H31O4,,"""CHEBI:15631""",,C04849,MNXM4921,,21158465,LMFA03080012,bio/C20H31O4
m02097c,"""hepoxilin A3-c""",dcs:CellularCompartmentEnumCytosol,C30H47N3O10S,,,,,MNXM163405,,,LMFA03090008,bio/C30H47N3O10S
m02097p,"""hepoxilin A3-c""",dcs:CellularCompartmentEnumPeroxisome,C30H47N3O10S,,,,,MNXM163405,,,LMFA03090008,bio/C30H47N3O10S
m02097r,"""hepoxilin A3-c""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C30H47N3O10S,,,,,MNXM163405,,,LMFA03090008,bio/C30H47N3O10S
m02098c,"""hepoxilin B3""",dcs:CellularCompartmentEnumCytosol,C20H31O4,,,,,MNXM7413,,,LMFA03090003,bio/C20H31O4
m02099c,"""heptadecanoyl-[ACP]""",dcs:CellularCompartmentEnumCytosol,C28H53N2O8PRS,,,,,,,,,bio/C28H53N2O8PRS
m02100c,"""heptadecanoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C24H47NO4,hpdcacrn,,,,MNXM8707,HMDB06210,53477803,,bio/C24H47NO4
m02100m,"""heptadecanoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C24H47NO4,hpdcacrn,,,,MNXM8707,HMDB06210,53477803,,bio/C24H47NO4
m02100r,"""heptadecanoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C24H47NO4,hpdcacrn,,,,MNXM8707,HMDB06210,53477803,,bio/C24H47NO4
m02101c,"""heptadecanoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C38H64N7O17P3S,hpdcacoa,,,,MNXM105527,,3082004,,bio/C38H64N7O17P3S
m02101m,"""heptadecanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C38H64N7O17P3S,hpdcacoa,,,,MNXM105527,,3082004,,bio/C38H64N7O17P3S
m02101r,"""heptadecanoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C38H64N7O17P3S,hpdcacoa,,,,MNXM105527,,3082004,,bio/C38H64N7O17P3S
m02102c,"""heptadecenoylcarnitine(7)""",dcs:CellularCompartmentEnumCytosol,C24H45NO4,,,,,,,,,bio/C24H45NO4
m02102m,"""heptadecenoylcarnitine(7)""",dcs:CellularCompartmentEnumMitochondria,C24H45NO4,,,,,,,,,bio/C24H45NO4
m02102r,"""heptadecenoylcarnitine(7)""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C24H45NO4,,,,,,,,,bio/C24H45NO4
m02103c,"""heptadecenoylcarnitine(8)""",dcs:CellularCompartmentEnumCytosol,C24H45NO4,,,,,,,,,bio/C24H45NO4
m02103m,"""heptadecenoylcarnitine(8)""",dcs:CellularCompartmentEnumMitochondria,C24H45NO4,,,,,,,,,bio/C24H45NO4
m02103r,"""heptadecenoylcarnitine(8)""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C24H45NO4,,,,,,,,,bio/C24H45NO4
m02104c,"""heptaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumCytosol,C49H55N13O24,7dhf,,,,MNXM5779,HMDB06559,53477856,,bio/C49H55N13O24
m02104l,"""heptaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumLysosome,C49H55N13O24,7dhf,,,,MNXM5779,HMDB06559,53477856,,bio/C49H55N13O24
m02104m,"""heptaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumMitochondria,C49H55N13O24,7dhf,,,,MNXM5779,HMDB06559,53477856,,bio/C49H55N13O24
m02104s,"""heptaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumExtracellular,C49H55N13O24,7dhf,,,,MNXM5779,HMDB06559,53477856,,bio/C49H55N13O24
m02105c,"""heptaglutamyl-folate(THF)""",dcs:CellularCompartmentEnumCytosol,C49H57N13O24,7thf,,,,MNXM5780,,,,bio/C49H57N13O24
m02105l,"""heptaglutamyl-folate(THF)""",dcs:CellularCompartmentEnumLysosome,C49H57N13O24,7thf,,,,MNXM5780,,,,bio/C49H57N13O24
m02105m,"""heptaglutamyl-folate(THF)""",dcs:CellularCompartmentEnumMitochondria,C49H57N13O24,7thf,,,,MNXM5780,,,,bio/C49H57N13O24
m02105s,"""heptaglutamyl-folate(THF)""",dcs:CellularCompartmentEnumExtracellular,C49H57N13O24,7thf,,,,MNXM5780,,,,bio/C49H57N13O24
m02106c,"""heptanoyl-[ACP]""",dcs:CellularCompartmentEnumCytosol,C18H33N2O8PRS,,,,,,,,,bio/C18H33N2O8PRS
m02107c,"""heptanoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C28H44N7O17P3S,,"""CHEBI:37283""",,,MNXM56148,HMDB12969,53481563,,bio/C28H44N7O17P3S
m02107m,"""heptanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C28H44N7O17P3S,,"""CHEBI:37283""",,,MNXM56148,HMDB12969,53481563,,bio/C28H44N7O17P3S
m02108c,"""heptylic acid""",dcs:CellularCompartmentEnumCytosol,C7H13O2,,"""CHEBI:45571""",CHEMBL320358,C17714,MNXM7416,HMDB00666,8094,LMFA01010007,bio/CHEMBL320358
m02108s,"""heptylic acid""",dcs:CellularCompartmentEnumExtracellular,C7H13O2,,"""CHEBI:45571""",CHEMBL320358,C17714,MNXM7416,HMDB00666,8094,LMFA01010007,bio/CHEMBL320358
m02109c,"""hexacosanoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C33H65NO4,hexccrn,,,,MNXM56325,,53477828,,bio/C33H65NO4
m02109r,"""hexacosanoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C33H65NO4,hexccrn,,,,MNXM56325,,53477828,,bio/C33H65NO4
m02110c,"""hexacosanoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C47H82N7O17P3S,hexccoa,,,,MNXM1190,,25246198,LMFA07050054,bio/C47H82N7O17P3S
m02110p,"""hexacosanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C47H82N7O17P3S,hexccoa,,,,MNXM1190,,25246198,LMFA07050054,bio/C47H82N7O17P3S
m02110r,"""hexacosanoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C47H82N7O17P3S,hexccoa,,,,MNXM1190,,25246198,LMFA07050054,bio/C47H82N7O17P3S
m02111c,"""hexacosenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C33H63NO4,,,,,,,,,bio/C33H63NO4
m02111r,"""hexacosenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C33H63NO4,,,,,,,,,bio/C33H63NO4
m02112c,"""hexacosenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C47H80N7O17P3S,,,,,MNXM146663,,,,bio/C47H80N7O17P3S
m02112p,"""hexacosenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C47H80N7O17P3S,,,,,MNXM146663,,,,bio/C47H80N7O17P3S
m02112r,"""hexacosenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C47H80N7O17P3S,,,,,MNXM146663,,,,bio/C47H80N7O17P3S
m02113c,"""hexadecanal""",dcs:CellularCompartmentEnumCytosol,C16H32O,hxdcal,"""CHEBI:17600""",CHEMBL1235338,C00517,MNXM528,,984,LMFA06000088,bio/CHEMBL1235338
m02113r,"""hexadecanal""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C16H32O,hxdcal,"""CHEBI:17600""",CHEMBL1235338,C00517,MNXM528,,984,LMFA06000088,bio/CHEMBL1235338
m02114p,"""hexadecanol""",dcs:CellularCompartmentEnumPeroxisome,C16H34O,,,,,MNXM725,,,LMFA05000061,bio/C16H34O
m02115c,"""hexadecanoyl-[ACP]""",dcs:CellularCompartmentEnumCytosol,C27H51N2O8PRS,palmACP,,,C05764,MNXM2026,,,,bio/C27H51N2O8PRS
m02116c,"""hexadecenal""",dcs:CellularCompartmentEnumCytosol,C16H30O,,,,C06123,MNXM1389,,,,bio/C16H30O
m02117c,"""hexadecenoylcarnitine(9)""",dcs:CellularCompartmentEnumCytosol,C23H43NO4,hdd2crn,,,,MNXM87615,,53477817,,bio/C23H43NO4
m02117m,"""hexadecenoylcarnitine(9)""",dcs:CellularCompartmentEnumMitochondria,C23H43NO4,hdd2crn,,,,MNXM87615,,53477817,,bio/C23H43NO4
m02117r,"""hexadecenoylcarnitine(9)""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C23H43NO4,hdd2crn,,,,MNXM87615,,53477817,,bio/C23H43NO4
m02118c,"""hexaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumCytosol,C44H49N12O21,6dhf,,,,MNXM3615,,169691,,bio/C44H49N12O21
m02118l,"""hexaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumLysosome,C44H49N12O21,6dhf,,,,MNXM3615,,169691,,bio/C44H49N12O21
m02118m,"""hexaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumMitochondria,C44H49N12O21,6dhf,,,,MNXM3615,,169691,,bio/C44H49N12O21
m02118s,"""hexaglutamyl-folate(DHF)""",dcs:CellularCompartmentEnumExtracellular,C44H49N12O21,6dhf,,,,MNXM3615,,169691,,bio/C44H49N12O21
m02119c,"""hexaglutamyl-folate(THF)""",dcs:CellularCompartmentEnumCytosol,C44H51N12O21,6thf,,,,MNXM3616,,169691,,bio/C44H51N12O21
