id,compartment,metabolite_dcid
m00191c,dcs:CellularCompartmentCytosol,bio/MNXM92465
m00192c,dcs:CellularCompartmentCytosol,bio/MNXM5276
m00193c,dcs:CellularCompartmentCytosol,bio/MNXM4083
m00194c,dcs:CellularCompartmentCytosol,bio/MNXM5285
m00195c,dcs:CellularCompartmentCytosol,bio/MNXM6400
m00196c,dcs:CellularCompartmentCytosol,bio/MNXM78340
m00197c,dcs:CellularCompartmentCytosol,bio/MNXM146517
m00198c,dcs:CellularCompartmentCytosol,bio/MNXM145923
m00198l,dcs:CellularCompartmentLysosome,bio/MNXM145923
m00198r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM145923
m00199c,dcs:CellularCompartmentCytosol,bio/MNXM4791
m00200c,dcs:CellularCompartmentCytosol,bio/MNXM73306
m00201c,dcs:CellularCompartmentCytosol,bio/MNXM6401
m00202c,dcs:CellularCompartmentCytosol,bio/MNXM93864
m00203c,dcs:CellularCompartmentCytosol,bio/MNXM12776
m00204c,dcs:CellularCompartmentCytosol,bio/MNXM149166
m00204n,dcs:CellularCompartmentNucleus,bio/MNXM149166
m00204s,dcs:CellularCompartmentExtracellular,bio/MNXM149166
m00205c,dcs:CellularCompartmentCytosol,bio/MNXM146222
m00205g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM146222
m00205l,dcs:CellularCompartmentLysosome,bio/MNXM146222
m00205r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM146222
m00206c,dcs:CellularCompartmentCytosol,bio/MNXM7713
m00207c,dcs:CellularCompartmentCytosol,bio/MNXM21326
m00208c,dcs:CellularCompartmentCytosol,bio/MNXM21289
m00209c,dcs:CellularCompartmentCytosol,bio/MNXM96070
m00210c,dcs:CellularCompartmentCytosol,bio/MNXM4090
m00211c,dcs:CellularCompartmentCytosol,bio/MNXM4790
m00211n,dcs:CellularCompartmentNucleus,bio/MNXM4790
m00211r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM4790
m00212c,dcs:CellularCompartmentCytosol,bio/MNXM4089
m00212n,dcs:CellularCompartmentNucleus,bio/MNXM4089
m00213c,dcs:CellularCompartmentCytosol,bio/MNXM97151
m00214c,dcs:CellularCompartmentCytosol,bio/MNXM6407
m00215c,dcs:CellularCompartmentCytosol,bio/MNXM11183
m00216c,dcs:CellularCompartmentCytosol,bio/MNXM5911
m00217c,dcs:CellularCompartmentCytosol,bio/MNXM93873
m00218c,dcs:CellularCompartmentCytosol,bio/MNXM92621
m00219c,dcs:CellularCompartmentCytosol,bio/MNXM96103
m00220c,dcs:CellularCompartmentCytosol,bio/MNXM92072
m00221c,dcs:CellularCompartmentCytosol,bio/MNXM32416
m00222c,dcs:CellularCompartmentCytosol,bio/MNXM91814
m00223c,dcs:CellularCompartmentCytosol,bio/MNXM162356
m00224c,dcs:CellularCompartmentCytosol,bio/MNXM164025
m00225c,dcs:CellularCompartmentCytosol,bio/MNXM9553
m00226c,dcs:CellularCompartmentCytosol,bio/MNXM9556
m00227c,dcs:CellularCompartmentCytosol,bio/MNXM6570
m00228c,dcs:CellularCompartmentCytosol,bio/CHEMBL156455
m00228s,dcs:CellularCompartmentExtracellular,bio/CHEMBL156455
m00229c,dcs:CellularCompartmentCytosol,bio/MNXM9522
m00230c,dcs:CellularCompartmentCytosol,bio/MNXM32042
m00231c,dcs:CellularCompartmentCytosol,bio/MNXM32113
m00232c,dcs:CellularCompartmentCytosol,bio/MNXM91041
m00233c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00234s,dcs:CellularCompartmentExtracellular,bio/MNXM59
m00235c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00236c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00236r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM59
m00237c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00238c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00239c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00240c,dcs:CellularCompartmentCytosol,bio/MNXM59
m00240g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM59
m00240n,dcs:CellularCompartmentNucleus,bio/MNXM59
m00241s,dcs:CellularCompartmentExtracellular,bio/MNXM59
m00242c,dcs:CellularCompartmentCytosol,bio/MNXM6026
m00242s,dcs:CellularCompartmentExtracellular,bio/MNXM6026
m00243c,dcs:CellularCompartmentCytosol,bio/MNXM114239
m00244c,dcs:CellularCompartmentCytosol,bio/MNXM9529
m00245c,dcs:CellularCompartmentCytosol,bio/MNXM494
m00246c,dcs:CellularCompartmentCytosol,bio/MNXM9534
m00247c,dcs:CellularCompartmentCytosol,bio/MNXM261
m00248c,dcs:CellularCompartmentCytosol,bio/CHEMBL174324
m00249c,dcs:CellularCompartmentCytosol,bio/MNXM32341
m00250c,dcs:CellularCompartmentCytosol,bio/CHEMBL206816
m00251c,dcs:CellularCompartmentCytosol,bio/CHEMBL55934
m00252c,dcs:CellularCompartmentCytosol,bio/MNXM162617
m00252m,dcs:CellularCompartmentMitochondria,bio/MNXM162617
m00252p,dcs:CellularCompartmentPeroxisome,bio/MNXM162617
m00253c,dcs:CellularCompartmentCytosol,bio/MNXM33026
m00253m,dcs:CellularCompartmentMitochondria,bio/MNXM33026
m00253p,dcs:CellularCompartmentPeroxisome,bio/MNXM33026
m00254c,dcs:CellularCompartmentCytosol,bio/MNXM150154
m00254m,dcs:CellularCompartmentMitochondria,bio/MNXM150154
m00254p,dcs:CellularCompartmentPeroxisome,bio/MNXM150154
m00255c,dcs:CellularCompartmentCytosol,bio/MNXM33029
m00255r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33029
m00256c,dcs:CellularCompartmentCytosol,bio/MNXM33030
m00256r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33030
m00257c,dcs:CellularCompartmentCytosol,bio/MNXM33031
m00257m,dcs:CellularCompartmentMitochondria,bio/MNXM33031
m00257p,dcs:CellularCompartmentPeroxisome,bio/MNXM33031
m00257r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33031
m00258c,dcs:CellularCompartmentCytosol,bio/MNXM162793
m00258m,dcs:CellularCompartmentMitochondria,bio/MNXM162793
m00258p,dcs:CellularCompartmentPeroxisome,bio/MNXM162793
m00258r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162793
m00259c,dcs:CellularCompartmentCytosol,bio/10_11-epoxy-(4Z_7Z)-hexadecadienoic acid
m00260c,dcs:CellularCompartmentCytosol,bio/10_13_16_19-docosatetraenoic acid
m00260l,dcs:CellularCompartmentLysosome,bio/10_13_16_19-docosatetraenoic acid
m00260r,dcs:CellularCompartmentEndoplasmicReticulum,bio/10_13_16_19-docosatetraenoic acid
m00260s,dcs:CellularCompartmentExtracellular,bio/10_13_16_19-docosatetraenoic acid
m00261c,dcs:CellularCompartmentCytosol,bio/10_13_16_19-docosatetraenoylcarnitine
m00261m,dcs:CellularCompartmentMitochondria,bio/10_13_16_19-docosatetraenoylcarnitine
m00261r,dcs:CellularCompartmentEndoplasmicReticulum,bio/10_13_16_19-docosatetraenoylcarnitine
m00262c,dcs:CellularCompartmentCytosol,bio/MNXM146656
m00262m,dcs:CellularCompartmentMitochondria,bio/MNXM146656
m00262r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM146656
m00263c,dcs:CellularCompartmentCytosol,bio/10_13_16-docosatrienoylcarnitine
m00263m,dcs:CellularCompartmentMitochondria,bio/10_13_16-docosatrienoylcarnitine
m00263r,dcs:CellularCompartmentEndoplasmicReticulum,bio/10_13_16-docosatrienoylcarnitine
m00264c,dcs:CellularCompartmentCytosol,bio/MNXM149266
m00264m,dcs:CellularCompartmentMitochondria,bio/MNXM149266
m00264r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM149266
m00265c,dcs:CellularCompartmentCytosol,bio/MNXM23176
m00265l,dcs:CellularCompartmentLysosome,bio/MNXM23176
m00265r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM23176
m00265s,dcs:CellularCompartmentExtracellular,bio/MNXM23176
m00266c,dcs:CellularCompartmentCytosol,bio/MNXM237
m00266l,dcs:CellularCompartmentLysosome,bio/MNXM237
m00266m,dcs:CellularCompartmentMitochondria,bio/MNXM237
m00266s,dcs:CellularCompartmentExtracellular,bio/MNXM237
m00267c,dcs:CellularCompartmentCytosol,bio/MNXM3428
m00267l,dcs:CellularCompartmentLysosome,bio/MNXM3428
m00267m,dcs:CellularCompartmentMitochondria,bio/MNXM3428
m00267s,dcs:CellularCompartmentExtracellular,bio/MNXM3428
m00268c,dcs:CellularCompartmentCytosol,bio/MNXM3429
m00268l,dcs:CellularCompartmentLysosome,bio/MNXM3429
m00268m,dcs:CellularCompartmentMitochondria,bio/MNXM3429
m00268s,dcs:CellularCompartmentExtracellular,bio/MNXM3429
m00269c,dcs:CellularCompartmentCytosol,bio/MNXM5422
m00269l,dcs:CellularCompartmentLysosome,bio/MNXM5422
m00269m,dcs:CellularCompartmentMitochondria,bio/MNXM5422
m00269s,dcs:CellularCompartmentExtracellular,bio/MNXM5422
m00270c,dcs:CellularCompartmentCytosol,bio/CHEMBL4085458
m00270r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL4085458
m00271c,dcs:CellularCompartmentCytosol,bio/MNXM163636
m00272c,dcs:CellularCompartmentCytosol,bio/MNXM164048
m00273c,dcs:CellularCompartmentCytosol,bio/MNXM164048
m00274c,dcs:CellularCompartmentCytosol,bio/MNXM150158
m00274r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM150158
m00275c,dcs:CellularCompartmentCytosol,bio/MNXM164048
m00276c,dcs:CellularCompartmentCytosol,bio/MNXM468300
m00277c,dcs:CellularCompartmentCytosol,bio/MNXM8007
m00278c,dcs:CellularCompartmentCytosol,bio/11_12-dihydroxy-(5E_7E_9E_14Z)-eicosatetraenoate
m00279c,dcs:CellularCompartmentCytosol,bio/MNXM6048
m00280c,dcs:CellularCompartmentCytosol,bio/MNXM9661
m00281c,dcs:CellularCompartmentCytosol,bio/MNXM162897
m00282c,dcs:CellularCompartmentCytosol,bio/11_15-cyclo-8_12_14-trihydroxy-(5Z_9E)-eicosadienoic acid
m00283c,dcs:CellularCompartmentCytosol,bio/MNXM33191
m00284c,dcs:CellularCompartmentCytosol,bio/CHEMBL2311170
m00284m,dcs:CellularCompartmentMitochondria,bio/CHEMBL2311170
m00284r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2311170
m00285c,dcs:CellularCompartmentCytosol,bio/CHEMBL2440888
m00286m,dcs:CellularCompartmentMitochondria,bio/MNXM33074
m00287m,dcs:CellularCompartmentMitochondria,bio/MNXM33075
m00288m,dcs:CellularCompartmentMitochondria,bio/MNXM33076
m00289m,dcs:CellularCompartmentMitochondria,bio/MNXM33077
m00290c,dcs:CellularCompartmentCytosol,bio/CHEMBL1255087
m00291c,dcs:CellularCompartmentCytosol,bio/MNXM162437
m00292c,dcs:CellularCompartmentCytosol,bio/MNXM2590
m00293c,dcs:CellularCompartmentCytosol,bio/MNXM9667
m00294c,dcs:CellularCompartmentCytosol,bio/CHEMBL1498
m00294m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1498
m00294r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1498
m00295c,dcs:CellularCompartmentCytosol,bio/CHEMBL253144
m00295m,dcs:CellularCompartmentMitochondria,bio/CHEMBL253144
m00295r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL253144
m00296c,dcs:CellularCompartmentCytosol,bio/MNXM6632
m00297c,dcs:CellularCompartmentCytosol,bio/MNXM24659
m00298c,dcs:CellularCompartmentCytosol,bio/MNXM4154
m00299c,dcs:CellularCompartmentCytosol,bio/MNXM163637
m00300c,dcs:CellularCompartmentCytosol,bio/MNXM165515
m00301c,dcs:CellularCompartmentCytosol,bio/MNXM165516
m00302c,dcs:CellularCompartmentCytosol,bio/MNXM12737
m00303c,dcs:CellularCompartmentCytosol,bio/MNXM163639
m00304c,dcs:CellularCompartmentCytosol,bio/MNXM468320
m00305c,dcs:CellularCompartmentCytosol,bio/CHEMBL2447889
m00305r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2447889
m00306c,dcs:CellularCompartmentCytosol,bio/MNXM13994
m00307c,dcs:CellularCompartmentCytosol,bio/MNXM13980
m00307r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM13980
m00308c,dcs:CellularCompartmentCytosol,bio/MNXM13995
m00309c,dcs:CellularCompartmentCytosol,bio/CHEMBL1447811
m00309p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1447811
m00309r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1447811
m00309s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1447811
m00310c,dcs:CellularCompartmentCytosol,bio/MNXM468335
m00311c,dcs:CellularCompartmentCytosol,bio/MNXM34918
m00312c,dcs:CellularCompartmentCytosol,bio/12_13-epoxy-9-hydroperoxy-(10E)-octadecenoate
m00313c,dcs:CellularCompartmentCytosol,bio/12_13-epoxylinoleic acid-radical
m00314c,dcs:CellularCompartmentCytosol,bio/MNXM163104
m00314r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163104
m00315c,dcs:CellularCompartmentCytosol,bio/12_15_18_21-tetracosatetraenoic acid
m00315l,dcs:CellularCompartmentLysosome,bio/12_15_18_21-tetracosatetraenoic acid
m00315r,dcs:CellularCompartmentEndoplasmicReticulum,bio/12_15_18_21-tetracosatetraenoic acid
m00315s,dcs:CellularCompartmentExtracellular,bio/12_15_18_21-tetracosatetraenoic acid
m00316c,dcs:CellularCompartmentCytosol,bio/12_15_18_21-tetracosatetraenoylcarnitine
m00316r,dcs:CellularCompartmentEndoplasmicReticulum,bio/12_15_18_21-tetracosatetraenoylcarnitine
m00317c,dcs:CellularCompartmentCytosol,bio/MNXM149272
m00317p,dcs:CellularCompartmentPeroxisome,bio/MNXM149272
m00317r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM149272
m00318c,dcs:CellularCompartmentCytosol,bio/MNXM150181
m00318r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM150181
m00319c,dcs:CellularCompartmentCytosol,bio/MNXM150182
m00320c,dcs:CellularCompartmentCytosol,bio/MNXM468345
m00321c,dcs:CellularCompartmentCytosol,bio/MNXM33308
m00322c,dcs:CellularCompartmentCytosol,bio/MNXM164054
m00323c,dcs:CellularCompartmentCytosol,bio/MNXM150189
m00323r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM150189
m00324r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM13977
m00325c,dcs:CellularCompartmentCytosol,bio/CHEMBL55068
m00325s,dcs:CellularCompartmentExtracellular,bio/CHEMBL55068
m00326c,dcs:CellularCompartmentCytosol,bio/MNXM6635
m00326m,dcs:CellularCompartmentMitochondria,bio/MNXM6635
m00326p,dcs:CellularCompartmentPeroxisome,bio/MNXM6635
m00326r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6635
m00327c,dcs:CellularCompartmentCytosol,bio/MNXM150196
m00327r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM150196
m00328c,dcs:CellularCompartmentCytosol,bio/MNXM33275
m00328r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33275
m00329c,dcs:CellularCompartmentCytosol,bio/MNXM33276
m00329r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33276
m00330c,dcs:CellularCompartmentCytosol,bio/MNXM33277
m00330r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33277
m00331c,dcs:CellularCompartmentCytosol,bio/MNXM33278
m00331r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33278
m00332c,dcs:CellularCompartmentCytosol,bio/MNXM33279
m00332r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33279
m00333c,dcs:CellularCompartmentCytosol,bio/MNXM150197
m00333m,dcs:CellularCompartmentMitochondria,bio/MNXM150197
m00333p,dcs:CellularCompartmentPeroxisome,bio/MNXM150197
m00333r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM150197
m00334c,dcs:CellularCompartmentCytosol,bio/MNXM33281
m00335c,dcs:CellularCompartmentCytosol,bio/12-peroxy-(5Z_8Z_10E_14Z)-eicosatetraenoate
m00336c,dcs:CellularCompartmentCytosol,bio/CHEMBL451721
m00337c,dcs:CellularCompartmentCytosol,bio/CHEMBL1229641
m00338c,dcs:CellularCompartmentCytosol,bio/MNXM33331
m00339c,dcs:CellularCompartmentCytosol,bio/MNXM33334
m00340c,dcs:CellularCompartmentCytosol,bio/MNXM33330
m00341c,dcs:CellularCompartmentCytosol,bio/MNXM150199
m00341l,dcs:CellularCompartmentLysosome,bio/MNXM150199
m00341r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM150199
m00341s,dcs:CellularCompartmentExtracellular,bio/MNXM150199
m00342c,dcs:CellularCompartmentCytosol,bio/13_16_19-docosatrienoylcarnitine
m00342m,dcs:CellularCompartmentMitochondria,bio/13_16_19-docosatrienoylcarnitine
m00342r,dcs:CellularCompartmentEndoplasmicReticulum,bio/13_16_19-docosatrienoylcarnitine
m00343c,dcs:CellularCompartmentCytosol,bio/13_16_19-docosatrienoyl-CoA
m00343m,dcs:CellularCompartmentMitochondria,bio/13_16_19-docosatrienoyl-CoA
m00343r,dcs:CellularCompartmentEndoplasmicReticulum,bio/13_16_19-docosatrienoyl-CoA
m00344c,dcs:CellularCompartmentCytosol,bio/MNXM33313
m00344m,dcs:CellularCompartmentMitochondria,bio/MNXM33313
m00344r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33313
m00345c,dcs:CellularCompartmentCytosol,bio/MNXM33314
m00345m,dcs:CellularCompartmentMitochondria,bio/MNXM33314
m00345r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33314
m00346c,dcs:CellularCompartmentCytosol,bio/MNXM164055
m00346m,dcs:CellularCompartmentMitochondria,bio/MNXM164055
m00346r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM164055
m00347c,dcs:CellularCompartmentCytosol,bio/MNXM164056
m00347m,dcs:CellularCompartmentMitochondria,bio/MNXM164056
m00347r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM164056
m00348c,dcs:CellularCompartmentCytosol,bio/MNXM146866
m00349c,dcs:CellularCompartmentCytosol,bio/CHEMBL1579130
m00349r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1579130
m00350c,dcs:CellularCompartmentCytosol,bio/CHEMBL547
m00350r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL547
m00351c,dcs:CellularCompartmentCytosol,bio/MNXM148158
m00352r,dcs:CellularCompartmentEndoplasmicReticulum,bio/13-cis-retinoyl-beta-D-glucuronide
m00353c,dcs:CellularCompartmentCytosol,bio/MNXM146867
m00353r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM146867
m00353s,dcs:CellularCompartmentExtracellular,bio/MNXM146867
m00354c,dcs:CellularCompartmentCytosol,bio/MNXM33342
m00355c,dcs:CellularCompartmentCytosol,bio/MNXM163645
m00356c,dcs:CellularCompartmentCytosol,bio/MNXM9688
m00356r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM9688
m00357c,dcs:CellularCompartmentCytosol,bio/MNXM33318
m00357r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33318
m00358c,dcs:CellularCompartmentCytosol,bio/MNXM165533
m00359c,dcs:CellularCompartmentCytosol,bio/MNXM165534
m00360c,dcs:CellularCompartmentCytosol,bio/MNXM163114
m00360r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163114
m00361c,dcs:CellularCompartmentCytosol,bio/MNXM164057
m00361r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM164057
m00362c,dcs:CellularCompartmentCytosol,bio/13-oxo-(9Z_11E)-tridecadienoate
m00363c,dcs:CellularCompartmentCytosol,bio/13-oxy-radical-octadecadienoate
m00364c,dcs:CellularCompartmentCytosol,bio/MNXM8021
m00365c,dcs:CellularCompartmentCytosol,bio/MNXM33360
m00365n,dcs:CellularCompartmentNucleus,bio/MNXM33360
m00366c,dcs:CellularCompartmentCytosol,bio/CHEMBL269319
m00366r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL269319
m00367c,dcs:CellularCompartmentCytosol,bio/MNXM146507
m00368c,dcs:CellularCompartmentCytosol,bio/MNXM12638
m00369c,dcs:CellularCompartmentCytosol,bio/MNXM165538
m00370c,dcs:CellularCompartmentCytosol,bio/MNXM33372
m00371c,dcs:CellularCompartmentCytosol,bio/MNXM12527
m00371s,dcs:CellularCompartmentExtracellular,bio/MNXM12527
m00372c,dcs:CellularCompartmentCytosol,bio/MNXM163646
m00373c,dcs:CellularCompartmentCytosol,bio/MNXM33481
m00373n,dcs:CellularCompartmentNucleus,bio/MNXM33481
m00373p,dcs:CellularCompartmentPeroxisome,bio/MNXM33481
m00373r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33481
m00374c,dcs:CellularCompartmentCytosol,bio/MNXM33399
m00374p,dcs:CellularCompartmentPeroxisome,bio/MNXM33399
m00374r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33399
m00375c,dcs:CellularCompartmentCytosol,bio/MNXM34762
m00375n,dcs:CellularCompartmentNucleus,bio/MNXM34762
m00375p,dcs:CellularCompartmentPeroxisome,bio/MNXM34762
m00375r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM34762
m00376c,dcs:CellularCompartmentCytosol,bio/MNXM33490
m00377c,dcs:CellularCompartmentCytosol,bio/MNXM2059
m00378c,dcs:CellularCompartmentCytosol,bio/MNXM165539
m00379c,dcs:CellularCompartmentCytosol,bio/MNXM33400
m00380c,dcs:CellularCompartmentCytosol,bio/CHEMBL1606580
m00380n,dcs:CellularCompartmentNucleus,bio/CHEMBL1606580
m00380p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1606580
m00380r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1606580
m00381c,dcs:CellularCompartmentCytosol,bio/MNXM4253
m00382c,dcs:CellularCompartmentCytosol,bio/MNXM33412
m00383c,dcs:CellularCompartmentCytosol,bio/MNXM33413
m00384c,dcs:CellularCompartmentCytosol,bio/MNXM33412
m00385c,dcs:CellularCompartmentCytosol,bio/MNXM164061
m00386c,dcs:CellularCompartmentCytosol,bio/MNXM38672
m00386p,dcs:CellularCompartmentPeroxisome,bio/MNXM38672
m00386r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM38672
m00387c,dcs:CellularCompartmentCytosol,bio/MNXM163647
m00387p,dcs:CellularCompartmentPeroxisome,bio/MNXM163647
m00387r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163647
m00388c,dcs:CellularCompartmentCytosol,bio/MNXM33428
m00388p,dcs:CellularCompartmentPeroxisome,bio/MNXM33428
m00388r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33428
m00389c,dcs:CellularCompartmentCytosol,bio/MNXM33429
m00389p,dcs:CellularCompartmentPeroxisome,bio/MNXM33429
m00389r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM33429
m00390c,dcs:CellularCompartmentCytosol,bio/MNXM6646
m00391c,dcs:CellularCompartmentCytosol,bio/MNXM150211
m00392c,dcs:CellularCompartmentCytosol,bio/MNXM9708
m00393c,dcs:CellularCompartmentCytosol,bio/MNXM2458
m00394c,dcs:CellularCompartmentCytosol,bio/MNXM33464
m00395c,dcs:CellularCompartmentCytosol,bio/15-oxo-prostaglandin E2-glyceryl ester
m00396c,dcs:CellularCompartmentCytosol,bio/MNXM164062
m00397p,dcs:CellularCompartmentPeroxisome,bio/MNXM33496
m00398p,dcs:CellularCompartmentPeroxisome,bio/MNXM33508
m00399r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2057645
m00400c,dcs:CellularCompartmentCytosol,bio/CHEMBL1233720
m00400r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1233720
m00401p,dcs:CellularCompartmentPeroxisome,bio/MNXM33579
m00402c,dcs:CellularCompartmentCytosol,bio/MNXM6054
m00402r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6054
m00402s,dcs:CellularCompartmentExtracellular,bio/MNXM6054
m00403c,dcs:CellularCompartmentCytosol,bio/MNXM163605
m00403s,dcs:CellularCompartmentExtracellular,bio/MNXM163605
m00404c,dcs:CellularCompartmentCytosol,bio/MNXM164063
m00405c,dcs:CellularCompartmentCytosol,bio/MNXM170090
m00406c,dcs:CellularCompartmentCytosol,bio/MNXM3796
m00407c,dcs:CellularCompartmentCytosol,bio/MNXM468425
m00408c,dcs:CellularCompartmentCytosol,bio/CHEMBL408706
m00408r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL408706
m00409c,dcs:CellularCompartmentCytosol,bio/CHEMBL1062
m00409r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1062
m00410c,dcs:CellularCompartmentCytosol,bio/MNXM150261
